$ DENI 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,
20.833330,-1.17,-2.08,0,0,10,742.19
20.875000,-0.91,-1.95,0,0,10,742.19
20.916670,-1.11,-1.87,0,0,10,742.59
20.958330,-0.97,-1.73,0,0,10,742.59
21.000000,-0.83,-1.72,0,0,10,742.49
21.041670,-0.5,-1.97,0,0,10,742.39
21.083330,-0.57,-1.76,1.04,1.09,10,742.59
21.125000,-0.37,-1.77,1.26,1.06,10,742.29
21.166670,-0.57,-1.28,0.58,0.66,10,742.29
21.208330,-0.3,-1.07,0.84,1.74,10,741.69
21.250000,-0.16,-0.82,0.63,1.25,10,741.39
21.291670,0.03,-0.62,0.57,0.9,10,741.19
21.333330,0.16,-0.26,0.54,0.43,10,740.89
21.375000,0.37,-0.01,0,0,10,740.29
21.416670,0.9,0.09,0.68,1.35,10,739.49
21.458330,1.1,1.1,0.79,0.51,10,738.59
21.500000,1.3,1.3,0.64,1.12,10,737.69
21.541670,1.3,0.63,0.49,1.24,10,736.59
21.583330,1.17,0.82,0.68,0.14,7.5,735.59
21.625000,1.23,0.91,0.63,0.01,8.75,734.79
21.666670,0.82,0.58,0.76,0.42,10,734.39
21.708330,1.09,1.09,0.95,0.29,7.5,734.09
21.750000,0.96,0.72,0.76,0.41,0,734.39
21.791670,1.5,1.06,1.16,1.67,0,734.69
21.833330,0.96,0.96,0.97,0.28,0,734.79
21.875000,1.03,1.03,0.89,0.45,0,735.39
21.916670,0.83,0.83,0.89,0.06,0,735.79
21.958330,1.23,1.23,0.69,0.06,0,735.99
22.000000,2.51,2.27,1.43,0.37,0,736.19
22.041670,2.91,2.56,1.77,0.53,0,736.19
22.083330,3.78,3.15,2.67,0.26,0,737.09
22.125000,2.64,1.94,1.25,0.4,0,737.79
22.166670,2.57,2.27,1.19,0.32,0,738.49
22.208330,2.84,2.48,1.49,0.4,0,739.39
22.250000,2.97,1.73,2.47,0.25,0,740.19
22.291670,1.3,0.83,1.94,0.24,0,740.69
22.333330,1.83,1.35,1.68,0.3,0,741.69
22.375000,2.57,1.58,0.98,0.46,0,742.39
22.416670,6.2,3.06,0.34,3.34,0,743.29
22.458330,6.88,0.87,0.45,1.35,0,743.49
22.500000,7.73,1.58,0.71,1.71,0,742.99
22.541670,8.41,0.53,1.19,4.54,0,742.89
22.583330,9,1.06,0.61,3.8,0,743.09
22.625000,9.06,1.03,1,4.15,0,743.19
22.666670,4.7,1.47,0.88,0.63,0,743.39
22.708330,2.75,0.73,0.96,0.18,0,743.69
22.750000,2.15,0.26,1.24,0.23,0,743.79
22.791670,1.41,0.09,0.96,0.28,0,743.49
22.833330,0.82,-0.43,1.26,0.28,0,743.39
22.875000,0.22,-0.5,0.54,0.35,0,742.99
22.916670,-0.31,-0.31,1.07,0.17,0,742.99
22.958330,-0.38,-0.9,1.04,0.96,0,742.39
23.000000,-0.11,-0.77,0.94,0.5,0,742.19
23.041670,0.08,-0.61,1.32,0.28,0,741.39
23.083330,0.22,-0.45,0.92,1.41,0,741.49
23.125000,0.08,0,1.35,0.53,0,741.29
23.166670,0.28,-0.63,1.23,0.53,0,741.19
23.208330,0.49,-0.51,1.42,0.67,2,740.99
23.250000,0.82,-0.17,1.85,0.88,10,741.29
23.291670,0.56,0.03,0.54,5.47,10,740.89
23.333330,0.42,-0.15,0.93,0.3,7.5,740.69
23.375000,1.57,0.41,0.34,1.8,4.4,740.39
23.416670,2.23,0.69,0.72,2.8,0,739.79
23.458330,2.57,0.68,0.67,2.56,0,739.09
23.500000,3.31,1.37,1.41,2.61,10,738.39
23.541670,3.78,1.42,1.22,2.35,10,737.99
23.583330,4.12,1.58,1.9,2.38,10,738.29
23.625000,4.72,1.74,0.82,1.95,7.5,738.39
23.666670,3.84,1.9,0.72,0.99,7.5,738.99
23.708330,3.23,1.78,0.56,0.49,10,739.69
23.750000,2.43,1.34,1.45,0.38,10,740.59
23.791670,1.43,0.57,1.54,0.34,7.5,740.89
23.833330,0.69,-0.01,1.48,0.2,10,741.59
23.875000,0.62,0.19,1.51,0.5,4.4,741.79
23.916670,0.42,-0.03,1.26,0.92,0,741.99
23.958330,0.08,-0.42,1.31,0.79,0,742.29
24.000000,0.08,-0.6,1.5,0.69,0,742.69
24.041670,0.29,-0.52,1.68,0.37,0,742.89
24.083330,0.36,-0.55,2.19,0.56,2,743.09
24.125000,0.36,-0.73,1.81,0.37,0,742.89
24.166670,-0.24,-1.33,2.6,0.31,2,742.59
24.208330,0.22,-0.6,1.67,0.45,10,742.29
24.250000,0.02,-1.26,2.39,0.43,10,741.89
24.291670,0.36,-1.08,2.1,0.32,10,741.69
24.333330,0.7,-0.46,1.42,0.58,10,741.79
24.375000,1.91,-0.11,1.14,0.49,7.5,741.59
24.416670,2.3,-0.2,1.1,0.51,10,741.49
24.458330,2.64,0.2,0.78,1.22,10,741.09
24.500000,2.57,0.99,0.9,0.03,10,740.39
24.541670,2.51,1.3,1.29,2.33,10,739.59
24.583330,2.37,1.41,0.65,1.65,10,739.19
24.625000,2.43,1.83,0.77,1.55,2,738.89
24.666670,2.43,1.72,0.73,1.3,4.4,738.99
24.708330,2.23,1.85,0.66,0.64,10,738.89
24.750000,2.1,1.75,0.65,1.06,7.5,738.59
24.791670,2.23,1.91,0.93,1.38,10,738.79
24.833330,2.23,2.02,0.95,1.29,10,738.69
24.875000,2.23,1.91,0.93,1.31,10,738.89
24.916670,2.17,1.84,0.92,0.84,10,739.39
24.958330,2.17,1.9,0.61,0.44,10,739.79
25.000000,2.23,2.01,0.69,0.35,10,739.89
25.041670,2.17,1.97,0.53,0.92,10,740.39
25.083330,2.1,1.86,0.98,0.27,10,740.79
25.125000,2.1,1.86,0.64,6.19,7.5,741.19
25.166670,2.1,1.75,0.89,0.23,10,741.59
25.208330,2.03,1.74,0.39,0.5,10,741.69
25.250000,2.3,2.06,1.03,1.25,10,742.09
25.291670,2.03,1.75,0.45,0.22,10,742.39
25.333330,2.23,1.93,0.47,0.33,10,742.59
25.375000,2.84,2.42,0.98,2.29,7.5,743.39
25.416670,3.11,2.57,0.81,2.34,10,743.79
25.458330,3.38,2.7,1.03,1.82,10,743.5437664
25.500000,3.85,2.86,0.44,2.96,10,744.29
25.541670,4.11,3.04,0.56,3.11,10,743.99
25.583330,4.04,3.27,1.03,1.84,7.5,744.29
25.625000,3.9,3.13,1.38,1.97,7.5,744.09
25.666670,3.97,3.46,0.9,1.7,2,744.19
25.708330,3.43,3.06,1,0.66,2,744.79
25.750000,3.5,3.16,0.8,1.16,0,745.19
25.791670,3.3,3.02,1.03,0.14,7.5,745.49
25.833330,2.83,2.55,0.7,0.71,4.4,745.69
25.875000,3.11,2.81,0.71,1.37,0,745.69
25.916670,3.24,2.94,0.51,6.27,0,745.79
25.958330,3.04,2.71,0.68,1.19,0,745.79
26.000000,2.97,2.69,0.53,0.97,0,745.79
26.041670,2.77,2.42,0.65,1.36,0,745.39
26.083330,2.77,2.45,0.68,0.08,0,745.49
26.125000,2.77,2.43,0.44,0.12,0,745.69
26.166670,2.91,2.63,0.71,0.99,0,745.79
26.208330,2.64,2.28,0.6,0.23,0,745.99
26.250000,2.43,1.66,1.46,0.24,0,745.89
26.291670,2.17,1.7,1.8,0.3,0,745.99
26.333330,2.37,1.62,1.85,0.31,4.4,746.39
26.375000,2.3,1.36,1.93,0.32,0,746.59
26.416670,3.11,1.68,1.57,0.17,0,746.59
26.458330,3.71,2.51,0.55,0.06,4.4,745.99
26.500000,3.91,2.33,1.2,3.99,0,744.99
26.541670,4.85,3.38,2.25,2.27,4.4,744.49
26.583330,5.78,3.61,2.04,2.33,2,743.79
26.625000,5.78,3.86,1.59,1.78,0,743.79
26.666670,5.11,4.11,1.19,0.72,0,744.29
26.708330,4.17,3.36,1.42,0.27,0,744.19
26.750000,3.5,2.88,1.54,0.3,0,744.09
26.791670,2.96,2.37,1.52,0.48,0,744.39
26.833330,3.37,2.82,1.26,0.34,7.5,744.69
26.875000,2.97,2.33,1.37,0.29,0,744.89
26.916670,3.24,2.62,1.08,0.48,0,744.79
26.958330,2.91,2.13,2.06,0.29,0,745.09
27.000000,2.84,2.05,1.12,0.52,0,744.99
27.041670,1.97,1.38,2.18,0.31,0,745.19
27.083330,1.83,1.15,2.03,0.24,0,745.19
27.125000,1.83,1.03,2.03,0.33,0,744.99
27.166670,1.83,0.86,1.73,0.3,0,744.99
27.208330,1.76,1.02,2.05,0.57,0,744.99
27.250000,1.7,0.9,1.72,0.49,0,744.79
27.291670,1.7,1,1.72,0.51,0,744.59
27.333330,1.76,0.99,2.04,0.79,0,744.79
27.375000,2.1,1.06,1.17,0.39,0,744.59
27.416670,2.91,1.2,1.04,0.23,0,744.39
27.458330,4.25,1.84,2.75,2.58,0,743.69
27.500000,4.64,2.5,3.05,2.55,0,742.89
27.541670,5.45,2.7,3.31,2.37,0,741.79
27.583330,5.85,3.39,2.85,2.17,0,740.99
27.625000,5.65,3.1,2.22,2,0,740.79
27.666670,5.98,3.28,1.34,1.95,0,740.49
27.708330,5.38,3.3,1.14,1.38,0,740.09
27.750000,4.1,3.07,1.11,0.59,0,739.69
27.791670,3.7,2.67,1.01,0.39,0,739.39
27.833330,3.36,2.67,1.14,0.4,0,739.09
27.875000,3.16,2.11,1.47,0.35,0,739.39
27.916670,3.43,2.43,1.13,0.96,0,739.29
27.958330,3.03,2.16,0.98,0.32,0,739.19
28.000000,3.03,2.25,1.13,0.46,0,738.89
28.041670,2.57,1.72,1.31,0.45,0,738.59
28.083330,2.77,1.93,1.09,1.04,0,738.19
28.125000,2.3,1.64,1.16,0.46,0,738.09
28.166670,2.51,1.82,1.21,0.54,0,737.99
28.208330,2.43,1.66,0.86,0.38,0,737.99
28.250000,2.43,1.61,1.05,1.02,0,737.1705952
28.291670,2.23,1.32,1.65,1.55,0,737.39
28.333330,2.17,1.42,1.31,0.93,0,737.29
28.375000,2.17,1.32,1.5,0.97,0,737.09
28.416670,3.11,1.2,2.25,2.39,0,736.59
28.458330,3.85,1.41,1.39,2.58,0,736.19
28.500000,4.24,2.48,2.73,2.11,0,735.09
28.541670,3.9,1.86,2.95,1.99,0,734.59
28.583330,4.44,2.22,2.23,1.89,0,734.29
28.625000,5.78,2.9,2.88,2.15,0,734.29
28.666670,4.97,2.36,2.58,1.91,2,734.39
28.708330,4.17,2.53,0.67,1.13,7.5,734.29
28.750000,3.97,2.51,1.22,0.55,10,734.69
28.791670,3.63,2.43,0.61,1.12,7.5,734.99
28.833330,3.23,2.36,0.6,0.42,4.4,734.99
28.875000,3.43,2.45,0.51,0.35,10,735.19
28.916670,3.3,2.29,1.57,1.47,10,735.29
28.958330,3.1,2.31,1.1,0.67,2,735.49
29.000000,2.9,2.02,0.73,0.91,10,735.59
29.041670,2.83,2.07,0.63,0.48,10,735.49
29.083330,3.04,2.08,0.63,0.36,10,735.49
29.125000,2.57,1.91,0.87,0.2,10,735.49
29.166670,2.63,1.88,1.04,0.63,10,735.59
29.208330,3.17,2.27,1.42,1.17,10,735.69
29.250000,2.84,2.12,0.6,0.45,10,735.49
29.291670,2.57,2.1,0.63,0.38,10,735.29
29.333330,2.77,2.3,0.65,1.36,2,735.29
29.375000,3.18,2.37,0.31,1.7,7.5,735.39
29.416670,3.31,2.63,0.55,2.24,10,735.59
29.458330,3.65,2.92,0.52,2.82,10,735.69
29.500000,3.98,3.27,0.86,2.46,10,735.09
29.541670,3.84,3.23,0.65,2.36,10,734.69
29.583330,3.83,3.35,0.43,2.33,10,734.49
29.625000,4.03,3.63,0.52,2.71,10,734.49
29.666670,3.57,2.77,0.89,6.16,10,734.49
29.708330,2.76,2.05,2.11,0.24,10,734.39
29.750000,2.76,2.1,1.5,0.22,10,734.29
29.791670,2.7,2.16,0.84,0.24,10,734.19
29.833330,2.63,2.31,0.62,0.69,10,734.09
29.875000,2.63,2.26,0.89,1.1,10,733.99
29.916670,2.5,2.16,0.26,0.65,4.4,733.89
29.958330,2.43,2.11,0.68,1.26,10,733.89
30.000000,2.23,1.85,0.61,1.56,10,733.49
30.041670,2.1,1.73,0.88,0.6,7.5,733.39
30.083330,2.1,1.83,0.65,1.26,7.5,733.59
30.125000,2.03,1.74,0.61,0.43,10,733.79
30.166670,1.97,1.73,0.5,0.54,10,733.69
30.208330,2.17,1.9,0.41,0.43,10,733.79
30.250000,2.17,1.91,0.42,0.75,10,734.09
30.291670,2.17,1.91,0.32,0.77,4.4,734.29
30.333330,2.43,2.2,0.64,0.54,7.5,734.89
30.375000,2.77,2.37,0.66,3.52,10,735.59
30.416670,3.72,2.4,0.69,5.65,10,736.29
30.458330,3.85,1.73,1.79,4.2,10,737.09
30.500000,3.98,0.88,1.39,6.1,10,737.19
30.541670,3.71,-0.06,2.76,4.54,10,737.49
30.583330,3.3,-1.5,4.46,4.4,10,737.99
30.625000,3.1,-5.92,5.21,4.17,10,738.69
30.666670,2.5,-4.41,3.06,4.59,10,739.29
30.708330,0.88,-2.61,1.31,5.84,10,740.19
30.750000,0.42,-2.6,1.98,0.11,10,740.99
30.791670,-0.38,-2.56,1.96,0.21,10,741.49
30.833330,-1.12,-3.36,1.67,0.07,7.5,741.99
30.875000,-1.52,-4.46,1.72,0.19,0,742.59
30.916670,-1.92,-3.82,1.81,0.32,0,743.29
30.958330,-2.58,-4.28,2,0.24,0,743.79
31.000000,-3.12,-4.71,1.71,0.38,0,744.19
31.041670,-3.53,-5.12,1.52,0.26,0,744.49
31.083330,-3.19,-5.06,1.42,0.45,0,745.09
31.125000,-3.12,-5.5,1.62,0.29,0,745.49
31.166670,-3.25,-6.07,1.65,0.06,0,745.89
31.208330,-4.87,-6.53,2.06,0.54,0,746.19
31.250000,-4.86,-6.71,1.89,0.33,0,746.59
31.291670,-4.53,-6.71,2.07,0.66,7.5,746.99
31.333330,-3.85,-7.1,1.51,1.44,10,747.19
31.375000,-3.25,-8.13,2.62,2.48,7.5,747.59
31.416670,-1.77,-8.16,1.86,2.6,0,747.49
31.458330,-1.31,-7.95,1.09,2.43,0,747.49
31.500000,-1.65,-9.65,0.7,1.77,0,747.09
31.541670,-0.16,-8.9,0.95,2.59,0,746.79
31.583330,-0.57,-9.16,1.35,4.37,0,746.89
31.625000,-0.37,-9.83,1.16,3.88,0,746.99
31.666670,-0.43,-10.4,1.05,4.92,0,747.49
31.708330,-1.58,-7.48,1.45,0.07,0,747.69
31.750000,-2.45,-7.85,2.12,0.21,2,747.89
31.791670,-3.19,-7.68,1.1,0.48,10,748.49
31.833330,-3.18,-7.83,1.82,0.54,7.5,749.09
31.875000,-3.32,-11.43,3.08,0.87,7.5,749.49
31.916670,-4.6,-12.61,1.31,0.75,0,750.39
31.958330,-6.55,-11.4,1.66,0.06,0,751.09
32.000000,-6.48,-14.41,1.97,0.41,0,751.69
32.041670,-6.95,-14.48,1.82,0.24,0,752.09
32.083330,-7.88,-13.6,1.01,0.48,0,752.59
32.125000,-8.82,-13.56,1.64,0.35,7.5,752.79
32.166670,-9.09,-13.6,1.93,0.48,4.4,753.19
32.208330,-9.3,-13.78,1.53,0.37,0,753.39
32.250000,-9.9,-13.83,2.1,0.58,0,753.89
32.291670,-9.83,-14.37,1.6,0.62,0,754.29
32.333330,-9.15,-13.66,1.97,0.43,0,754.39
32.375000,-6.86,-13,2.95,2.25,0,754.59
32.416670,-6.06,-13.38,2.94,2.47,0,754.49
32.458330,-4.45,-11.78,3.19,2.65,0,754.29
32.500000,-3.85,-13.87,1.39,2.7,0,753.39
32.541670,-3.18,-15.18,1.5,4.17,0,752.79
32.583330,-1.5,-12.85,1.45,3.98,0,752.39
32.625000,-1.24,-13.23,1.91,4.15,0,751.99
32.666670,-1.11,-11.73,1.79,3.99,0,751.79
32.708330,-3.6,-10.38,0.77,0.93,0,751.69
32.750000,-4.81,-11.37,1.58,0.19,0,751.69
32.791670,-5.81,-11.43,1.79,0.44,0,751.79
32.833330,-6.81,-11.55,1.85,0.48,0,751.69
32.875000,-7.68,-11.71,2.16,0.49,0,751.79
32.916670,-8.36,-11.9,2.88,0.43,0,751.89
32.958330,-8.76,-12.15,2.39,0.37,0,752.09
33.000000,-9.36,-12.51,2.46,0.43,0,752.29
33.041670,-9.76,-12.76,2.34,0.22,0,752.39
33.083330,-10.23,-13,2.4,0.29,0,752.69
33.125000,-10.37,-13.26,1.86,0.17,0,752.69
33.166670,-10.57,-13.53,2.46,0.26,10,752.79
33.208330,-10.77,-13.7,2.27,0.23,10,752.89
33.250000,-11.03,-13.57,2.5,0.34,0,753.09
33.291670,-11.3,-14.32,1.99,0.15,7.5,753.39
33.333330,-10.09,-13.41,1.63,0.56,0,753.59
33.375000,-7.8,-12.68,2.98,2.26,0,753.49
33.416670,-6.8,-12.26,3.67,2.59,0,753.29
33.458330,-5.25,-12.98,2.83,2.59,0,752.99
33.500000,-3.51,-11.58,1.64,3.43,0,752.39
33.541670,-1.7,-11.21,0.8,3.76,0,751.69
33.583330,-0.96,-10.26,1.29,4.01,0,751.29
33.625000,0.5,-9.27,1.1,3.8,4.4,751.19
33.666670,-0.91,-10.01,0.75,2.55,0,750.99
33.708330,-1.78,-8.49,0.97,0.76,0,751.09
33.750000,-2.45,-8.55,1.2,0.33,0,751.29
33.791670,-2.32,-8.81,0.64,0.2,0,751.39
33.833330,-3.12,-8.24,1.04,0.63,0,751.29
33.875000,-3.98,-9.22,1.68,0.27,0,751.39
33.916670,-4.66,-9.2,1.87,0.4,0,751.59
33.958330,-5.6,-9.42,2.25,0.44,0,752.19
34.000000,-5.94,-9.75,2.39,0.48,0,752.49
34.041670,-6.07,-9.93,2.34,0.47,0,752.39
34.083330,-6.54,-10.05,2.95,0.19,0,752.79
34.125000,-7.15,-10.39,2.76,0.5,0,752.59
34.166670,-7.07,-10.27,2.18,0.3,0,752.49
34.208330,-7.21,-10.02,1.88,0.29,0,752.69
34.250000,-6.93,-10.07,1.82,0.51,0,752.69
34.291670,-7.34,-10.18,1.93,0.46,10,752.39
34.333330,-5.39,-9.02,1.74,2.2,10,752.49
34.375000,-4.72,-8.66,1.35,0.6,2,752.59
34.416670,-4.11,-9.07,1.3,0.56,10,752.39
34.458330,-3.25,-8.3,0.96,2.23,7.5,752.09
34.500000,-2.17,-7.69,2.58,2.29,10,751.39
34.541670,-1.5,-8.14,0.7,1.52,7.5,750.69
34.583330,-0.56,-7.05,2.2,2.21,4.4,749.89
34.625000,-0.16,-6.91,1.7,2.35,2,749.89
34.666670,0.03,-6.77,1.53,1.97,7.5,749.59
34.708330,-0.1,-6.93,1.63,1.84,10,749.39
34.750000,0.03,-6.43,0.83,1.32,10,749.29
34.791670,-0.16,-6.15,0.86,0.88,7.5,749.39
34.833330,-0.23,-4.64,1.37,1.63,2,748.69
34.875000,-0.1,-3.76,1.65,1.75,7.5,748.99
34.916670,-0.1,-3.21,1.31,1.77,4.4,749.19
34.958330,-0.1,-3.08,1.21,1.67,10,749.19
35.000000,-0.03,-3.25,1.44,2.08,10,748.89
35.041670,-0.03,-3.28,1.3,1.69,10,748.59
35.083330,-0.03,-3.01,1.29,1.55,10,748.09
35.125000,0.1,-2.97,1.26,1.45,2,747.59
35.166670,0.16,-2.75,1.01,1.59,10,747.39
35.208330,0.1,-2.81,0.76,0.71,10,746.89
35.250000,0.16,-2.37,1.22,1.81,10,746.49
35.291670,-0.23,-1.39,1.1,1.55,10,745.79
35.333330,0.03,-0.68,0.61,1.44,10,745.59
35.375000,0.3,-0.21,0.62,0.66,4.4,745.29
35.416670,0.76,-0.11,0.95,1.52,2,745.49
35.458330,0.97,0.37,0.51,1.28,0,744.49
35.500000,0.96,0.35,0.31,2.55,0,743.49
35.541670,1.03,0.56,0.52,3.89,4.4,742.79
35.583330,1.1,0.72,0.49,1.48,10,742.19
35.625000,1.23,0.94,0.34,2.05,0,742.29
35.666670,1.16,0.78,0.2,1.13,10,741.59
35.708330,0.96,0.7,0.37,0.41,10,740.79
35.750000,0.76,0.51,0.75,0.98,10,740.29
35.791670,0.83,0.41,0.48,0.61,7.5,739.69
35.833330,0.7,0.53,1.16,1.51,0,739.09
35.875000,1.03,0.83,0.78,0.15,2,739.19
35.916670,0.9,0.62,0.82,5.95,0,739.79
35.958330,1.43,1.14,0.79,0.83,0,740.19
36.000000,3.59,3.29,0.75,5.9,0,740.49
36.041670,3.85,3.12,0.54,0.08,4.4,740.29
36.083330,5.46,3.46,1.26,6.16,0,740.79
36.125000,4.72,3.63,0.92,0.31,0,741.29
36.166670,4.59,3.01,1.16,0.49,0,741.39
36.208330,4.66,2.87,2.01,0.27,0,741.69
36.250000,3.85,2.6,1.54,0.18,2,742.09
36.291670,3.25,1.87,1.93,0.35,4.4,742.49
36.333330,2.57,1.62,1.31,0.13,7.5,742.59
36.375000,2.91,2.23,0.92,1.52,0,742.69
36.416670,5.26,3.41,0.81,1.12,0,742.89
36.458330,5.93,2.57,0.89,2.11,0,743.19
36.500000,7.6,1.16,4,4.02,0,742.79
36.541670,7.8,1.54,2.21,3.96,0,742.39
36.583330,8.47,1.22,3.65,4.31,0,742.59
36.625000,8.53,0.96,3.97,4.21,0,742.69
36.666670,7.85,0.71,2.23,4.2,0,742.59
36.708330,5.03,0.46,1.35,0.18,0,742.99
36.750000,4.16,0.21,1.94,0.24,0,743.19
36.791670,2.9,1.11,1.52,0.73,0,743.39
36.833330,2.42,0.51,0.84,0.21,0,743.59
36.875000,2.08,0.34,0.46,0.94,0,743.99
36.916670,2.03,0.41,0.21,0.27,2,744.49
36.958330,1.9,0.67,0.62,5.79,0,744.49
37.000000,1.5,0.02,0.82,0.24,7.5,744.59
37.041670,1.09,-0.1,0.75,0.21,2,744.59
37.083330,1.02,0.12,0.38,0.42,7.5,744.69
37.125000,0.96,0.1,0.23,6.28,7.5,744.99
37.166670,0.82,0.16,0.62,6.28,7.5,744.89
37.208330,0.28,-0.67,0.67,6.26,7.5,744.89
37.250000,0.22,-0.58,0.3,6.21,0,744.99
37.291670,0.28,-0.18,0.37,1.97,10,745.09
37.333330,0.42,-0.22,0.67,0.51,10,745.49
37.375000,1.3,0.03,0.3,3.68,10,745.79
37.416670,1.83,0.57,0.86,4.19,4.4,745.69
37.458330,2.23,0.6,0.59,4.14,2,745.69
37.500000,2.43,0.87,0.58,4.44,10,745.09
37.541670,3.31,0.93,0.99,3.88,4.4,744.29
37.583330,4.18,1.54,1.2,2.07,10,743.49
37.625000,4.25,1.47,0.87,2.13,10,742.99
37.666670,3.71,1.84,0.08,3.95,0,742.59
37.708330,2.9,2.48,0.55,0.8,10,742.19
37.750000,2.23,1.66,1.24,0.51,10,741.79
37.791670,0.96,0.63,1.06,0.38,7.5,740.89
37.833330,1.23,1.02,0.65,0.12,7.5,740.39
37.875000,1.16,1.02,0.18,1.74,10,739.69
37.916670,1.23,1.13,1.2,4.56,7.5,738.49
37.958330,1.16,1.03,0.74,6.07,2,737.69
38.000000,1.43,1.12,1.03,0.49,10,737.49
38.041670,1.23,1.01,0.95,0.22,4.4,735.99
38.083330,1.36,1.12,0.46,5.83,10,735.59
38.125000,1.3,1.11,0.76,6.02,10,735.19
38.166670,1.16,1.16,0.42,0.59,7.5,734.89
38.208330,1.36,1.36,0.48,5.64,4.4,734.99
38.250000,5.26,2.6,1.39,5.73,4.4,735.29
38.291670,6.27,1.2,4.44,4.64,0,735.29
38.333330,5.8,0.16,2.06,5,7.5,735.19
38.375000,5.93,-0.07,1.72,5.35,0,735.29
38.416670,5.12,1.46,1.45,0.06,0,735.49
38.458330,5.78,0.33,2.08,4.64,2,735.69
38.500000,6.19,-0.27,2.66,4.4,0,735.79
38.541670,5.78,0.35,2.95,4.4,7.5,736.09
38.583330,4.64,1.35,2.78,5.23,10,736.59
38.625000,4.51,1.27,1.62,4.52,10,737.09
38.666670,3.57,2.55,1.3,0.36,7.5,737.59
38.708330,3.1,2.45,1.16,0.55,10,737.79
38.750000,2.63,2.33,0.39,0.69,7.5,738.29
38.791670,2.16,1.81,0.82,0.41,7.5,738.49
38.833330,1.9,1.66,0.8,0.47,10,738.49
38.875000,1.9,1.61,0.58,0.73,10,738.79
38.916670,1.9,1.63,0.46,0.45,10,738.99
38.958330,1.83,1.6,0.5,6.27,10,739.29
39.000000,1.9,1.52,0.6,6.15,10,739.59
39.041670,1.83,1.6,0.27,0.11,7.5,739.69
39.083330,1.43,1.13,0.97,0.24,7.5,740.09
39.125000,1.43,1.12,0.74,0.47,2,740.09
39.166670,1.5,1.15,0.45,0.21,7.5,740.19
39.208330,1.63,1.39,0.22,0.93,10,740.59
39.250000,1.7,1.7,0.53,0.59,10,740.79
39.291670,1.63,1.23,0.88,0.39,7.5,740.99
39.333330,1.83,1.57,0.48,0.99,7.5,741.49
39.375000,2.17,1.94,0.04,3.91,7.5,741.79
39.416670,2.57,2.22,0.22,0.7,7.5,742.49
39.458330,2.64,2.27,0.99,1.89,2,742.89
39.500000,0.69,0.24,1.85,1.93,10,743.19
39.541670,0.82,0.36,0.82,1.97,7.5,743.69
39.583330,1.56,0.51,0.77,1.96,7.5,743.89
39.625000,1.76,0.9,1.12,4.34,10,744.29
39.666670,1.56,0.98,0.17,0.41,10,744.69
39.708330,1.16,0.68,0.97,0.26,10,744.99
39.750000,0.89,0.6,0.8,0.4,10,745.49
39.791670,1.16,0.56,0.49,6.1,10,746.09
39.833330,0.82,0.55,0.17,0.98,10,746.59
39.875000,0.76,0.08,0.43,6.22,7.5,746.59
39.916670,0.48,0.16,0.65,0.35,2,746.89
39.958330,0.22,-0.12,0.54,1.41,10,746.69
40.000000,0.28,-0.56,0.85,1.36,7.5,746.69
40.041670,0.15,-0.73,0.8,1.62,7.5,746.79
40.083330,-0.11,-0.82,0.28,0.37,10,746.99
40.125000,-0.37,-0.99,1.06,0.48,10,747.19
40.166670,-1.25,-1.91,1.51,0.37,10,747.39
40.208330,-1.18,-2.06,1.56,0.26,0,747.69
40.250000,-1.78,-2.6,1.42,0.47,10,747.79
40.291670,-1.51,-2.4,0.85,0.4,10,748.19
40.333330,-1.11,-2.36,0.23,5.84,10,747.79
40.375000,-0.5,-2.29,0.53,4.82,10,748.09
40.416670,-0.03,-2.13,0.59,3.94,10,748.09
40.458330,0.7,-2.12,0.87,4.07,10,748.09
40.500000,1.03,-2,0.66,2.79,2,747.69
40.541670,1.3,-2.81,0.72,1.95,10,747.29
40.583330,1.36,-2.52,0.77,2.75,10,746.89
40.625000,1.3,-2.07,0.59,4.89,7.5,746.79
40.666670,1.16,-1.73,0.67,3.12,4.4,746.69
40.708330,0.82,-0.67,0.57,6.08,0,746.49
40.750000,0.42,-0.87,0.99,0.36,7.5,746.59
40.791670,0.35,-0.67,1.2,0.37,10,746.49
40.833330,-0.17,-1.22,1.36,0.39,0,746.39
40.875000,-0.24,-1.35,1.26,0.27,7.5,746.39
40.916670,-0.03,-0.91,0.41,4.88,2,746.29
40.958330,-0.31,-1.28,1.09,0.45,10,746.09
41.000000,-0.43,-1.35,1.02,0.34,10,745.69
41.041670,-0.43,-1.23,0.74,0.51,10,745.49
41.083330,-0.71,-1.64,1.11,0.27,10,745.19
41.125000,-0.63,-1.46,0.76,0.36,10,744.99
41.166670,-0.97,-1.66,1.01,0.31,10,744.89
41.208330,-0.77,-1.6,1.01,0.29,10,744.69
41.250000,-0.91,-1.73,0.89,0.44,10,744.09
41.291670,-0.63,-1.52,0.8,0.46,7.5,744.29
41.333330,-0.43,-1.56,0.73,0.31,7.5,744.09
41.375000,0.77,-1.25,0.68,2.53,0,744.19
41.416670,1.65,-0.79,0.6,3.49,0,744.19
41.458330,2.11,-1.11,0.72,3.89,0,743.89
41.500000,2.57,-0.91,1.27,4.07,0,742.99
