                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 41552.998,   1,  0.50940942E+12,   0.00000000E+00,  -0.53489240E+12,   0.00000000E+00,   0.00000000E+00,   0.19871741E+11,   0.56201242E+10,   0.00000000E+00,   0.13027624E-06,
 41553.999,   1,  0.50962217E+12,   0.00000000E+00,  -0.53510779E+12,   0.00000000E+00,   0.00000000E+00,   0.19871402E+11,   0.56233295E+10,   0.00000000E+00,   0.14424868E-06,
 41554.998,   1,  0.50982465E+12,   0.00000000E+00,  -0.53532067E+12,   0.00000000E+00,   0.00000000E+00,   0.19878931E+11,   0.56262292E+10,   0.00000000E+00,   0.14669768E-06,
 41555.998,   1,  0.51003054E+12,   0.00000000E+00,  -0.53555004E+12,   0.00000000E+00,   0.00000000E+00,   0.19900064E+11,   0.56287619E+10,   0.00000000E+00,   0.15847216E-06,
 41556.999,   1,  0.51026048E+12,   0.00000000E+00,  -0.53580459E+12,   0.00000000E+00,   0.00000000E+00,   0.19925693E+11,   0.56308909E+10,   0.00000000E+00,   0.12755204E-06,
 41558.000,   1,  0.51049449E+12,   0.00000000E+00,  -0.53605879E+12,   0.00000000E+00,   0.00000000E+00,   0.19942730E+11,   0.56327378E+10,   0.00000000E+00,   0.10800563E-06,
 41559.000,   1,  0.51074732E+12,   0.00000000E+00,  -0.53633651E+12,   0.00000000E+00,   0.00000000E+00,   0.19967017E+11,   0.56345845E+10,   0.00000000E+00,   0.10804222E-06,
 41559.999,   1,  0.51102417E+12,   0.00000000E+00,  -0.53663543E+12,   0.00000000E+00,   0.00000000E+00,   0.19990275E+11,   0.56366638E+10,   0.00000000E+00,   0.66042946E-07,
 41561.000,   1,  0.51129717E+12,   0.00000000E+00,  -0.53692928E+12,   0.00000000E+00,   0.00000000E+00,   0.20007194E+11,   0.56389025E+10,   0.00000000E+00,   0.55094713E-07,
 41562.000,   1,  0.51155385E+12,   0.00000000E+00,  -0.53721952E+12,   0.00000000E+00,   0.00000000E+00,   0.20035671E+11,   0.56410677E+10,   0.00000000E+00,   0.47466606E-07,
 41562.999,   1,  0.51180747E+12,   0.00000000E+00,  -0.53749878E+12,   0.00000000E+00,   0.00000000E+00,   0.20058819E+11,   0.56431721E+10,   0.00000000E+00,   0.65783895E-07,
 41563.999,   1,  0.51205727E+12,   0.00000000E+00,  -0.53777148E+12,   0.00000000E+00,   0.00000000E+00,   0.20078556E+11,   0.56452763E+10,   0.00000000E+00,   0.58965418E-07,
 41565.000,   1,  0.51232336E+12,   0.00000000E+00,  -0.53807108E+12,   0.00000000E+00,   0.00000000E+00,   0.20113264E+11,   0.56475759E+10,   0.00000000E+00,   0.36197904E-07,
 41565.999,   1,  0.51262780E+12,   0.00000000E+00,  -0.53840129E+12,   0.00000000E+00,   0.00000000E+00,   0.20142466E+11,   0.56501324E+10,   0.00000000E+00,   0.46393207E-07,
 41566.998,   1,  0.51291552E+12,   0.00000000E+00,  -0.53870866E+12,   0.00000000E+00,   0.00000000E+00,   0.20154885E+11,   0.56527503E+10,   0.00000000E+00,   0.83606682E-07,
 41568.000,   1,  0.51315625E+12,   0.00000000E+00,  -0.53896949E+12,   0.00000000E+00,   0.00000000E+00,   0.20163484E+11,   0.56553195E+10,   0.00000000E+00,   0.28214870E-06,
 41569.000,   1,  0.51340776E+12,   0.00000000E+00,  -0.53924736E+12,   0.00000000E+00,   0.00000000E+00,   0.20189671E+11,   0.56578519E+10,   0.00000000E+00,   0.16058941E-06,
 41570.000,   1,  0.51368906E+12,   0.00000000E+00,  -0.53954997E+12,   0.00000000E+00,   0.00000000E+00,   0.20214703E+11,   0.56603722E+10,   0.00000000E+00,   0.76728104E-07,
 41570.999,   1,  0.51397473E+12,   0.00000000E+00,  -0.53985775E+12,   0.00000000E+00,   0.00000000E+00,   0.20234596E+11,   0.56628925E+10,   0.00000000E+00,   0.57238048E-07,
 41572.000,   1,  0.51425138E+12,   0.00000000E+00,  -0.54015701E+12,   0.00000000E+00,   0.00000000E+00,   0.20253482E+11,   0.56654003E+10,   0.00000000E+00,   0.66761376E-07,
 41573.000,   1,  0.51451037E+12,   0.00000000E+00,  -0.54043502E+12,   0.00000000E+00,   0.00000000E+00,   0.20264906E+11,   0.56678713E+10,   0.00000000E+00,   0.14367377E-06,
 41573.998,   1,  0.51475320E+12,   0.00000000E+00,  -0.54069783E+12,   0.00000000E+00,   0.00000000E+00,   0.20280569E+11,   0.56703182E+10,   0.00000000E+00,   0.22428567E-06,
 41575.000,   1,  0.51497851E+12,   0.00000000E+00,  -0.54093163E+12,   0.00000000E+00,   0.00000000E+00,   0.20289320E+11,   0.56727771E+10,   0.00000000E+00,   0.16346552E-06,
 41575.999,   1,  0.51520841E+12,   0.00000000E+00,  -0.54117834E+12,   0.00000000E+00,   0.00000000E+00,   0.20308663E+11,   0.56752602E+10,   0.00000000E+00,   0.76182751E-07,
 41576.999,   1,  0.51544342E+12,   0.00000000E+00,  -0.54144486E+12,   0.00000000E+00,   0.00000000E+00,   0.20340746E+11,   0.56777554E+10,   0.00000000E+00,   0.61497840E-07,
 41577.999,   1,  0.51566436E+12,   0.00000000E+00,  -0.54169175E+12,   0.00000000E+00,   0.00000000E+00,   0.20359701E+11,   0.56803240E+10,   0.00000000E+00,   0.81972910E-07,
 41578.998,   1,  0.51588746E+12,   0.00000000E+00,  -0.54193821E+12,   0.00000000E+00,   0.00000000E+00,   0.20376098E+11,   0.56829419E+10,   0.00000000E+00,   0.11154714E-06,
 41579.999,   1,  0.51612312E+12,   0.00000000E+00,  -0.54219218E+12,   0.00000000E+00,   0.00000000E+00,   0.20391661E+11,   0.56854865E+10,   0.00000000E+00,   0.15698021E-06,
 41580.998,   1,  0.51634474E+12,   0.00000000E+00,  -0.54243041E+12,   0.00000000E+00,   0.00000000E+00,   0.20405652E+11,   0.56880184E+10,   0.00000000E+00,   0.12596757E-06,
 41581.998,   1,  0.51655231E+12,   0.00000000E+00,  -0.54265696E+12,   0.00000000E+00,   0.00000000E+00,   0.20421580E+11,   0.56907948E+10,   0.00000000E+00,   0.12653479E-06,
 41582.999,   1,  0.51678940E+12,   0.00000000E+00,  -0.54292841E+12,   0.00000000E+00,   0.00000000E+00,   0.20459687E+11,   0.56938653E+10,   0.00000000E+00,   0.64549064E-07,
 41583.998,   1,  0.51704987E+12,   0.00000000E+00,  -0.54322509E+12,   0.00000000E+00,   0.00000000E+00,   0.20494127E+11,   0.56969848E+10,   0.00000000E+00,   0.72860110E-07,
 41585.000,   1,  0.51731891E+12,   0.00000000E+00,  -0.54352103E+12,   0.00000000E+00,   0.00000000E+00,   0.20513308E+11,   0.57001409E+10,   0.00000000E+00,   0.80246526E-07,
 41585.998,   1,  0.51759432E+12,   0.00000000E+00,  -0.54381399E+12,   0.00000000E+00,   0.00000000E+00,   0.20527510E+11,   0.57034925E+10,   0.00000000E+00,   0.69420228E-07,
 41586.998,   1,  0.51787385E+12,   0.00000000E+00,  -0.54409545E+12,   0.00000000E+00,   0.00000000E+00,   0.20526156E+11,   0.57072474E+10,   0.00000000E+00,   0.80693954E-07,
 41587.999,   1,  0.51816136E+12,   0.00000000E+00,  -0.54439782E+12,   0.00000000E+00,   0.00000000E+00,   0.20537228E+11,   0.57113694E+10,   0.00000000E+00,   0.86250051E-07,
 41588.999,   1,  0.51845170E+12,   0.00000000E+00,  -0.54470894E+12,   0.00000000E+00,   0.00000000E+00,   0.20550780E+11,   0.57155042E+10,   0.00000000E+00,   0.11368342E-06,
 41589.998,   1,  0.51873212E+12,   0.00000000E+00,  -0.54500352E+12,   0.00000000E+00,   0.00000000E+00,   0.20557888E+11,   0.57194800E+10,   0.00000000E+00,   0.14224958E-06,
 41591.000,   1,  0.51899638E+12,   0.00000000E+00,  -0.54527600E+12,   0.00000000E+00,   0.00000000E+00,   0.20563348E+11,   0.57231990E+10,   0.00000000E+00,   0.88543125E-07,
 41592.000,   1,  0.51925916E+12,   0.00000000E+00,  -0.54554391E+12,   0.00000000E+00,   0.00000000E+00,   0.20569765E+11,   0.57266979E+10,   0.00000000E+00,   0.27859739E-07,
 41592.999,   1,  0.51952213E+12,   0.00000000E+00,  -0.54581633E+12,   0.00000000E+00,   0.00000000E+00,   0.20577708E+11,   0.57300500E+10,   0.00000000E+00,  -0.23422484E-08,
 41593.998,   1,  0.51979066E+12,   0.00000000E+00,  -0.54609482E+12,   0.00000000E+00,   0.00000000E+00,   0.20582343E+11,   0.57330231E+10,   0.00000000E+00,   0.23068179E-08,
 41594.999,   1,  0.52005736E+12,   0.00000000E+00,  -0.54636897E+12,   0.00000000E+00,   0.00000000E+00,   0.20583487E+11,   0.57357020E+10,   0.00000000E+00,   0.29680362E-07,
 41596.000,   1,  0.52029899E+12,   0.00000000E+00,  -0.54662051E+12,   0.00000000E+00,   0.00000000E+00,   0.20587540E+11,   0.57384295E+10,   0.00000000E+00,   0.52538018E-07,
 41596.999,   1,  0.52053261E+12,   0.00000000E+00,  -0.54686902E+12,   0.00000000E+00,   0.00000000E+00,   0.20600214E+11,   0.57412185E+10,   0.00000000E+00,   0.17382424E-07,
 41597.998,   1,  0.52077735E+12,   0.00000000E+00,  -0.54712211E+12,   0.00000000E+00,   0.00000000E+00,   0.20606814E+11,   0.57440320E+10,   0.00000000E+00,   0.19594390E-07,
 41598.998,   1,  0.52103142E+12,   0.00000000E+00,  -0.54738269E+12,   0.00000000E+00,   0.00000000E+00,   0.20611328E+11,   0.57471388E+10,   0.00000000E+00,   0.10755871E-07,
 41599.999,   1,  0.52131053E+12,   0.00000000E+00,  -0.54767536E+12,   0.00000000E+00,   0.00000000E+00,   0.20626491E+11,   0.57504054E+10,   0.00000000E+00,   0.33625416E-07,
 41600.999,   1,  0.52162227E+12,   0.00000000E+00,  -0.54800713E+12,   0.00000000E+00,   0.00000000E+00,   0.20649670E+11,   0.57533662E+10,   0.00000000E+00,   0.27372607E-07,
 41602.000,   1,  0.52193834E+12,   0.00000000E+00,  -0.54834197E+12,   0.00000000E+00,   0.00000000E+00,   0.20665238E+11,   0.57559477E+10,   0.00000000E+00,   0.41290839E-07,
 41603.000,   1,  0.52223074E+12,   0.00000000E+00,  -0.54864414E+12,   0.00000000E+00,   0.00000000E+00,   0.20666784E+11,   0.57583453E+10,   0.00000000E+00,   0.84839457E-07,
 41603.998,   1,  0.52252305E+12,   0.00000000E+00,  -0.54895404E+12,   0.00000000E+00,   0.00000000E+00,   0.20679487E+11,   0.57608283E+10,   0.00000000E+00,   0.12050308E-06,
 41605.000,   1,  0.52282651E+12,   0.00000000E+00,  -0.54927223E+12,   0.00000000E+00,   0.00000000E+00,   0.20692399E+11,   0.57633728E+10,   0.00000000E+00,   0.10208981E-06,
 41605.999,   1,  0.52313673E+12,   0.00000000E+00,  -0.54959104E+12,   0.00000000E+00,   0.00000000E+00,   0.20699764E+11,   0.57658565E+10,   0.00000000E+00,   0.84297736E-07,
 41606.998,   1,  0.52344447E+12,   0.00000000E+00,  -0.54991082E+12,   0.00000000E+00,   0.00000000E+00,   0.20707784E+11,   0.57683033E+10,   0.00000000E+00,   0.39245775E-07,
 41608.000,   1,  0.52374356E+12,   0.00000000E+00,  -0.55022112E+12,   0.00000000E+00,   0.00000000E+00,   0.20715087E+11,   0.57707989E+10,   0.00000000E+00,   0.62217404E-07,
 41608.999,   1,  0.52403537E+12,   0.00000000E+00,  -0.55051930E+12,   0.00000000E+00,   0.00000000E+00,   0.20720900E+11,   0.57733313E+10,   0.00000000E+00,  -0.34609653E-07,
 41609.999,   1,  0.52430754E+12,   0.00000000E+00,  -0.55078887E+12,   0.00000000E+00,   0.00000000E+00,   0.20715286E+11,   0.57759003E+10,   0.00000000E+00,  -0.13674901E-06,
 41610.999,   1,  0.52456453E+12,   0.00000000E+00,  -0.55104251E+12,   0.00000000E+00,   0.00000000E+00,   0.20705316E+11,   0.57805205E+10,   0.00000000E+00,  -0.79436364E-07,
 41611.999,   1,  0.52483554E+12,   0.00000000E+00,  -0.55134100E+12,   0.00000000E+00,   0.00000000E+00,   0.20731605E+11,   0.57879321E+10,   0.00000000E+00,  -0.38851117E-07,
 41612.999,   1,  0.52514053E+12,   0.00000000E+00,  -0.55168115E+12,   0.00000000E+00,   0.00000000E+00,   0.20766454E+11,   0.57952244E+10,   0.00000000E+00,  -0.36941748E-07,
 41614.000,   1,  0.52545561E+12,   0.00000000E+00,  -0.55201338E+12,   0.00000000E+00,   0.00000000E+00,   0.20776981E+11,   0.58009016E+10,   0.00000000E+00,  -0.36178851E-07,
 41614.999,   1,  0.52578871E+12,   0.00000000E+00,  -0.55236945E+12,   0.00000000E+00,   0.00000000E+00,   0.20795188E+11,   0.58056238E+10,   0.00000000E+00,  -0.58016101E-07,
 41616.000,   1,  0.52614127E+12,   0.00000000E+00,  -0.55274486E+12,   0.00000000E+00,   0.00000000E+00,   0.20812411E+11,   0.58100523E+10,   0.00000000E+00,  -0.10419867E-07,
 41616.999,   1,  0.52647436E+12,   0.00000000E+00,  -0.55309691E+12,   0.00000000E+00,   0.00000000E+00,   0.20824713E+11,   0.58141753E+10,   0.00000000E+00,   0.25992514E-07,
 41618.000,   1,  0.52680426E+12,   0.00000000E+00,  -0.55344231E+12,   0.00000000E+00,   0.00000000E+00,   0.20836792E+11,   0.58178700E+10,   0.00000000E+00,   0.19412206E-07,
 41619.000,   1,  0.52714978E+12,   0.00000000E+00,  -0.55379802E+12,   0.00000000E+00,   0.00000000E+00,   0.20843739E+11,   0.58214667E+10,   0.00000000E+00,  -0.24633871E-07,
 41620.000,   1,  0.52750057E+12,   0.00000000E+00,  -0.55416396E+12,   0.00000000E+00,   0.00000000E+00,   0.20855140E+11,   0.58252832E+10,   0.00000000E+00,  -0.87126855E-07,
 41621.000,   1,  0.52782686E+12,   0.00000000E+00,  -0.55450375E+12,   0.00000000E+00,   0.00000000E+00,   0.20861070E+11,   0.58292222E+10,   0.00000000E+00,  -0.10124030E-06,
 41622.000,   1,  0.52812751E+12,   0.00000000E+00,  -0.55481261E+12,   0.00000000E+00,   0.00000000E+00,   0.20861095E+11,   0.58333078E+10,   0.00000000E+00,  -0.23779822E-06,
 41622.999,   1,  0.52842292E+12,   0.00000000E+00,  -0.55512194E+12,   0.00000000E+00,   0.00000000E+00,   0.20872885E+11,   0.58376014E+10,   0.00000000E+00,  -0.13563404E-06,
 41623.999,   1,  0.52870206E+12,   0.00000000E+00,  -0.55541767E+12,   0.00000000E+00,   0.00000000E+00,   0.20886780E+11,   0.58417485E+10,   0.00000000E+00,  -0.16220056E-06,
 41625.000,   1,  0.52897176E+12,   0.00000000E+00,  -0.55570682E+12,   0.00000000E+00,   0.00000000E+00,   0.20899212E+11,   0.58456021E+10,   0.00000000E+00,  -0.23197965E-06,
 41626.000,   1,  0.52924625E+12,   0.00000000E+00,  -0.55599632E+12,   0.00000000E+00,   0.00000000E+00,   0.20909639E+11,   0.58492600E+10,   0.00000000E+00,  -0.29179583E-06,
 41626.999,   1,  0.52952854E+12,   0.00000000E+00,  -0.55629158E+12,   0.00000000E+00,   0.00000000E+00,   0.20923152E+11,   0.58527464E+10,   0.00000000E+00,  -0.21178758E-06,
 41627.999,   1,  0.52981041E+12,   0.00000000E+00,  -0.55658757E+12,   0.00000000E+00,   0.00000000E+00,   0.20936562E+11,   0.58559884E+10,   0.00000000E+00,  -0.17430610E-06,
 41628.999,   1,  0.53009324E+12,   0.00000000E+00,  -0.55688138E+12,   0.00000000E+00,   0.00000000E+00,   0.20943788E+11,   0.58589733E+10,   0.00000000E+00,  -0.22641564E-06,
 41629.999,   1,  0.53038786E+12,   0.00000000E+00,  -0.55718159E+12,   0.00000000E+00,   0.00000000E+00,   0.20946942E+11,   0.58618845E+10,   0.00000000E+00,  -0.20289968E-06,
 41630.999,   1,  0.53066907E+12,   0.00000000E+00,  -0.55746971E+12,   0.00000000E+00,   0.00000000E+00,   0.20949799E+11,   0.58649183E+10,   0.00000000E+00,  -0.16217710E-06,
 41631.999,   1,  0.53093278E+12,   0.00000000E+00,  -0.55774875E+12,   0.00000000E+00,   0.00000000E+00,   0.20959395E+11,   0.58680990E+10,   0.00000000E+00,  -0.23034287E-06,
 41633.000,   1,  0.53119882E+12,   0.00000000E+00,  -0.55803613E+12,   0.00000000E+00,   0.00000000E+00,   0.20976807E+11,   0.58714019E+10,   0.00000000E+00,  -0.23042288E-06,
 41634.000,   1,  0.53146335E+12,   0.00000000E+00,  -0.55831452E+12,   0.00000000E+00,   0.00000000E+00,   0.20987541E+11,   0.58747297E+10,   0.00000000E+00,  -0.22393046E-06,
 41635.000,   1,  0.53172368E+12,   0.00000000E+00,  -0.55858420E+12,   0.00000000E+00,   0.00000000E+00,   0.20995354E+11,   0.58779594E+10,   0.00000000E+00,  -0.20540748E-06,
 41635.999,   1,  0.53197289E+12,   0.00000000E+00,  -0.55884889E+12,   0.00000000E+00,   0.00000000E+00,   0.21009015E+11,   0.58811032E+10,   0.00000000E+00,  -0.21053769E-06,
 41636.999,   1,  0.53223052E+12,   0.00000000E+00,  -0.55912458E+12,   0.00000000E+00,   0.00000000E+00,   0.21023555E+11,   0.58841981E+10,   0.00000000E+00,  -0.27944054E-06,
 41638.000,   1,  0.53250629E+12,   0.00000000E+00,  -0.55941684E+12,   0.00000000E+00,   0.00000000E+00,   0.21036368E+11,   0.58872442E+10,   0.00000000E+00,  -0.35774160E-06,
 41639.000,   1,  0.53278670E+12,   0.00000000E+00,  -0.55970768E+12,   0.00000000E+00,   0.00000000E+00,   0.21044300E+11,   0.58902414E+10,   0.00000000E+00,  -0.36039309E-06,
 41639.998,   1,  0.53307888E+12,   0.00000000E+00,  -0.56000735E+12,   0.00000000E+00,   0.00000000E+00,   0.21050721E+11,   0.58932140E+10,   0.00000000E+00,  -0.29206778E-06,
 41640.998,   1,  0.53335782E+12,   0.00000000E+00,  -0.56029809E+12,   0.00000000E+00,   0.00000000E+00,   0.21057688E+11,   0.58961741E+10,   0.00000000E+00,  -0.31086489E-06,
 41641.999,   1,  0.53359653E+12,   0.00000000E+00,  -0.56055749E+12,   0.00000000E+00,   0.00000000E+00,   0.21072621E+11,   0.58991100E+10,   0.00000000E+00,  -0.42564920E-06,
 41642.997,   1,  0.53379152E+12,   0.00000000E+00,  -0.56078024E+12,   0.00000000E+00,   0.00000000E+00,   0.21094639E+11,   0.59020217E+10,   0.00000000E+00,  -0.59749199E-06,
 41643.998,   1,  0.53398607E+12,   0.00000000E+00,  -0.56099223E+12,   0.00000000E+00,   0.00000000E+00,   0.21110386E+11,   0.59049334E+10,   0.00000000E+00,  -0.59772920E-06,
 41644.999,   1,  0.53423847E+12,   0.00000000E+00,  -0.56124687E+12,   0.00000000E+00,   0.00000000E+00,   0.21115351E+11,   0.59077959E+10,   0.00000000E+00,  -0.35194857E-06,
 41645.999,   1,  0.53454509E+12,   0.00000000E+00,  -0.56157419E+12,   0.00000000E+00,   0.00000000E+00,   0.21136891E+11,   0.59105358E+10,   0.00000000E+00,  -0.27814946E-06,
 41647.000,   1,  0.53489862E+12,   0.00000000E+00,  -0.56195507E+12,   0.00000000E+00,   0.00000000E+00,   0.21162060E+11,   0.59131166E+10,   0.00000000E+00,  -0.29149861E-06,
 41648.000,   1,  0.53526944E+12,   0.00000000E+00,  -0.56234247E+12,   0.00000000E+00,   0.00000000E+00,   0.21171524E+11,   0.59155144E+10,   0.00000000E+00,  -0.32726625E-06,
 41648.999,   1,  0.53562743E+12,   0.00000000E+00,  -0.56271891E+12,   0.00000000E+00,   0.00000000E+00,   0.21186970E+11,   0.59178998E+10,   0.00000000E+00,  -0.36257969E-06,
 41650.000,   1,  0.53599109E+12,   0.00000000E+00,  -0.56309897E+12,   0.00000000E+00,   0.00000000E+00,   0.21204794E+11,   0.59204196E+10,   0.00000000E+00,  -0.37119435E-06,
 41651.000,   1,  0.53632221E+12,   0.00000000E+00,  -0.56342666E+12,   0.00000000E+00,   0.00000000E+00,   0.21195425E+11,   0.59230128E+10,   0.00000000E+00,  -0.45940714E-06,
 41652.000,   1,  0.53662069E+12,   0.00000000E+00,  -0.56373547E+12,   0.00000000E+00,   0.00000000E+00,   0.21199141E+11,   0.59258627E+10,   0.00000000E+00,  -0.65216506E-06,
 41653.000,   1,  0.53690794E+12,   0.00000000E+00,  -0.56404395E+12,   0.00000000E+00,   0.00000000E+00,   0.21218287E+11,   0.59291775E+10,   0.00000000E+00,  -0.57374971E-06,
 41654.000,   1,  0.53717724E+12,   0.00000000E+00,  -0.56431864E+12,   0.00000000E+00,   0.00000000E+00,   0.21221896E+11,   0.59327863E+10,   0.00000000E+00,  -0.52686016E-06,
 41654.999,   1,  0.53745238E+12,   0.00000000E+00,  -0.56460862E+12,   0.00000000E+00,   0.00000000E+00,   0.21236505E+11,   0.59363100E+10,   0.00000000E+00,  -0.45746887E-06,
 41656.000,   1,  0.53772523E+12,   0.00000000E+00,  -0.56491412E+12,   0.00000000E+00,   0.00000000E+00,   0.21265899E+11,   0.59397106E+10,   0.00000000E+00,  -0.46686684E-06,
 41656.999,   1,  0.53800456E+12,   0.00000000E+00,  -0.56521880E+12,   0.00000000E+00,   0.00000000E+00,   0.21286010E+11,   0.59432334E+10,   0.00000000E+00,  -0.53402289E-06,
 41658.000,   1,  0.53827816E+12,   0.00000000E+00,  -0.56550181E+12,   0.00000000E+00,   0.00000000E+00,   0.21289923E+11,   0.59468057E+10,   0.00000000E+00,  -0.60223974E-06,
 41659.000,   1,  0.53853406E+12,   0.00000000E+00,  -0.56577462E+12,   0.00000000E+00,   0.00000000E+00,   0.21301913E+11,   0.59502800E+10,   0.00000000E+00,  -0.68346455E-06,
 41659.999,   1,  0.53882607E+12,   0.00000000E+00,  -0.56608677E+12,   0.00000000E+00,   0.00000000E+00,   0.21324912E+11,   0.59536682E+10,   0.00000000E+00,  -0.42264860E-06,
 41660.999,   1,  0.53915068E+12,   0.00000000E+00,  -0.56644353E+12,   0.00000000E+00,   0.00000000E+00,   0.21355306E+11,   0.59569834E+10,   0.00000000E+00,  -0.35159990E-06,
 41661.999,   1,  0.53947524E+12,   0.00000000E+00,  -0.56680435E+12,   0.00000000E+00,   0.00000000E+00,   0.21381521E+11,   0.59602252E+10,   0.00000000E+00,  -0.56817855E-06,
 41662.999,   1,  0.53979405E+12,   0.00000000E+00,  -0.56714417E+12,   0.00000000E+00,   0.00000000E+00,   0.21397591E+11,   0.59633202E+10,   0.00000000E+00,  -0.61247148E-06,
 41663.998,   1,  0.54011137E+12,   0.00000000E+00,  -0.56748072E+12,   0.00000000E+00,   0.00000000E+00,   0.21416937E+11,   0.59662687E+10,   0.00000000E+00,  -0.52260109E-06,
 41665.000,   1,  0.54043320E+12,   0.00000000E+00,  -0.56782235E+12,   0.00000000E+00,   0.00000000E+00,   0.21434501E+11,   0.59690458E+10,   0.00000000E+00,  -0.50012755E-06,
 41666.000,   1,  0.54075814E+12,   0.00000000E+00,  -0.56817260E+12,   0.00000000E+00,   0.00000000E+00,   0.21452953E+11,   0.59716759E+10,   0.00000000E+00,  -0.77851417E-06,
 41666.999,   1,  0.54107346E+12,   0.00000000E+00,  -0.56851259E+12,   0.00000000E+00,   0.00000000E+00,   0.21473383E+11,   0.59742692E+10,   0.00000000E+00,  -0.88364983E-06,
 41667.999,   1,  0.54137481E+12,   0.00000000E+00,  -0.56883612E+12,   0.00000000E+00,   0.00000000E+00,   0.21493953E+11,   0.59768379E+10,   0.00000000E+00,  -0.79207858E-06,
