$ HOXO_DLS 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
20.916670,7.95,2.59,2.68,4.18,0,766.7804863
20.958330,8.08,2.02,0,0,0,766.7804863
21.000000,8.15,2.59,0,0,10,766.7804863
21.041670,7.95,2.24,2.23,2.96,10,766.7804863
21.083330,6.72,2.46,0,0,10,766.7804863
21.125000,6.46,2.76,0,0,10,766.7804863
21.166670,7.2,3.57,0,0,10,765.9116134
21.208330,6.46,4.24,1.34,0.87,10,765.9116134
21.250000,7.34,5.34,1.34,3.31,10,765.9116134
21.291670,7.2,5.3,1.34,2.79,10,765.0427404
21.333330,6.8,5.26,3.57,5.76,10,765.0427404
21.375000,7.54,5.53,0,0,7.5,765.9116134
21.416670,7.54,5.65,0,0,10,767.6493593
21.458330,8.36,6.17,2.68,6.1,7.5,767.6493593
21.500000,8.97,6.62,2.23,5.67,10,763.3049945
21.541670,8.96,6.7,8.04,5.23,7.5,762.4361215
21.583330,9.09,6.87,6.25,5.41,10,762.4361215
21.625000,9.09,6.67,5.81,5.58,2,762.4361215
21.666670,9.22,6.92,7.15,5.76,7.5,762.4361215
21.708330,9.16,6.86,11.17,5.58,0,762.4361215
21.750000,9.29,7.11,7.6,5.76,0,762.4361215
21.791670,9.16,7.29,8.94,5.58,0,763.3049945
21.833330,9.5,7.17,9.38,5.41,0,763.3049945
21.875000,9.63,6.63,7.15,5.41,0,765.0427404
21.916670,9.63,6.59,6.7,5.41,0,764.1738674
21.958330,9.5,6.57,11.62,5.23,0,764.1738674
22.000000,9.36,6.02,10.28,5.23,0,765.0427404
22.041670,8.95,5.27,6.25,5.06,0,765.0427404
22.083330,8.68,4.78,7.15,5.23,0,765.0427404
22.125000,8.21,4.42,2.68,5.23,0,766.7804863
22.166670,7.53,4.13,5.81,5.23,0,766.7804863
22.208330,7.06,3.43,6.25,5.58,0,766.7804863
22.250000,6.05,2.54,4.91,5.58,0,767.6493593
22.291670,6.18,2.35,3.12,4.53,0,768.5182322
22.333330,5.98,2.26,2.68,4.88,0,768.5182322
22.375000,6.59,2.22,3.12,5.41,0,769.3871052
22.416670,7.88,2.63,7.6,5.76,0,770.2559782
22.458330,8.76,2.8,3.12,2.61,0,770.2559782
22.500000,10.04,2.88,1.34,4.88,0,769.3871052
22.541670,10.99,2.63,0,0,0,768.5182322
22.583330,11.46,3.48,2.23,6.28,0,768.5182322
22.625000,10.91,3.1,0,0,0,767.6493593
22.666670,10.9,3.11,0,0,0,767.6493593
22.708330,8.86,3.3,1.34,5.41,0,767.6493593
22.750000,6.83,2.82,1.34,5.23,0,767.6493593
22.791670,4.47,2.51,1.34,4.36,0,767.6493593
22.833330,3.66,2.19,0,0,0,767.6493593
22.875000,2.86,1.53,0,0,0,767.6493593
22.916670,2.72,1,2.23,2.44,0,767.6493593
22.958330,1.5,0.6,0,0,0,767.6493593
23.000000,1.1,0.29,1.34,2.79,0,766.7804863
23.041670,0.29,-0.41,1.34,1.74,0,766.7804863
23.083330,0.63,-0.11,2.68,2.44,0,766.7804863
23.125000,0.63,0.01,0,0,0,765.9116134
23.166670,0.36,-0.32,2.23,2.26,0,765.9116134
23.208330,0.16,-0.52,0,0,0,765.9116134
23.250000,0.16,-0.51,1.34,1.57,0,765.9116134
23.291670,0.43,-0.32,0,0,0,765.9116134
23.333330,0.3,-0.31,0,0,0,765.9116134
23.375000,1.73,0.67,0,0,2,766.7804863
23.416670,4.86,2.93,0,0,10,766.7804863
23.458330,7.5,3.18,1.34,3.49,7.5,766.7804863
23.500000,7.35,3.59,0,0,0,765.9116134
23.541670,8.56,3.95,3.12,1.48,0,765.0427404
23.583330,10.67,3.75,1.34,2.96,2,765.0427404
23.625000,12.56,1.08,4.02,5.93,2,765.0427404
23.666670,11.4,1.46,0,0,10,765.0427404
23.708330,11.18,0.75,5.81,5.76,7.5,765.0427404
23.750000,9.42,2.4,3.57,5.76,4.4,765.0427404
23.791670,9.29,2.95,1.34,6.1,10,765.9116134
23.833330,9.29,3.1,3.57,5.93,10,765.9116134
23.875000,8.13,4.15,4.02,5.76,10,765.9116134
23.916670,8.07,4.2,3.12,5.58,10,765.9116134
23.958330,8.68,2.6,4.47,5.76,10,765.9116134
24.000000,7.67,4.81,2.23,5.41,10,766.7804863
24.041670,6.86,5.07,0,0,10,766.7804863
24.083330,6.25,5.34,1.34,5.06,10,766.7804863
24.125000,5.98,5.07,1.34,4.88,10,765.9116134
24.166670,5.85,5.11,2.23,2.26,4.4,765.9116134
24.208330,6.38,5.04,1.34,1.74,7.5,765.9116134
24.250000,5.51,4.62,1.34,4.71,2,765.0427404
24.291670,3.94,3.52,0,0,0,765.0427404
24.333330,3.6,3.24,0,0,0,765.0427404
24.375000,4.22,3.77,0,0,0,765.0427404
24.416670,5.45,4.65,0,0,0,765.0427404
24.458330,6.4,5.03,0,0,0,765.0427404
24.500000,7.54,5.73,2.23,3.84,10,764.1738674
24.541670,9.03,6.06,0,0,10,763.3049945
24.583330,8.76,6.58,1.34,6.1,4.4,763.3049945
24.625000,9.3,6.72,0,0,10,763.3049945
24.666670,10.99,5.51,4.02,0.17,2,764.1738674
24.708330,10.24,3.65,4.02,5.58,0,764.1738674
24.750000,10.78,2.57,3.57,5.58,0,764.1738674
24.791670,10.58,2.97,7.15,5.23,0,764.1738674
24.833330,10.58,3.82,5.81,4.88,2,764.1738674
24.875000,9.83,4.91,1.34,5.76,2,765.0427404
24.916670,9.9,5.87,4.47,5.06,0,765.9116134
24.958330,10.04,6.05,1.34,4.45,0,765.9116134
25.000000,9.7,6.13,1.34,3.84,7.5,765.9116134
25.041670,9.77,6.45,4.02,6.1,4.4,766.7804863
25.083330,9.29,6.26,0,0,10,766.7804863
25.125000,9.22,6.47,1.34,1.92,7.5,766.7804863
25.166670,8.61,6.54,2.23,3.66,4.4,767.6493593
25.208330,9.3,6.65,1.34,4.01,0,767.6493593
25.250000,9.23,6.63,2.68,4.53,7.5,767.6493593
25.291670,9.3,6.12,7.15,5.41,0,767.6493593
25.333330,9.5,5.95,2.68,3.66,0,767.6493593
25.375000,10.04,5.9,3.57,3.31,0,768.5182322
25.416670,10.65,6.03,3.57,3.66,0,768.5182322
25.458330,11.25,5.91,4.47,5.41,0,768.5182322
25.500000,11.18,5.94,6.25,5.58,0,768.5182322
25.541670,11.72,5.81,3.57,5.93,2,768.5182322
25.583330,12.06,6.02,4.02,5.58,0,768.5182322
25.625000,12.06,5.83,4.47,5.76,0,768.5182322
25.666670,11.72,5.87,0,0,0,768.5182322
25.708330,10.77,5.87,0,0,0,768.5182322
25.750000,9.48,6.13,2.23,1.92,0,768.5182322
25.791670,9.55,5.98,0,0,0,768.5182322
25.833330,8.2,5.75,0,0,0,768.5182322
25.875000,6.51,5.15,0,0,0,769.3871052
25.916670,6.03,4.6,0,0,0,769.3871052
25.958330,4.55,3.77,0,0,0,769.3871052
26.000000,4.48,3.31,0,0,0,769.3871052
26.041670,3.87,3.01,2.23,2.26,0,769.3871052
26.083330,2.99,2.3,0,0,0,769.3871052
26.125000,2.79,1.98,0,0,0,769.3871052
26.166670,1.98,1.38,0,0,0,769.3871052
26.208330,1.85,1.09,0,0,4.4,769.3871052
26.250000,1.03,0.48,1.34,2.09,10,770.2559782
26.291670,0.97,0.42,0,0,10,770.2559782
26.333330,0.9,0.38,0,0,10,770.2559782
26.375000,1.58,0.84,0,0,10,770.2559782
26.416670,3.56,2.31,0,0,10,770.2559782
26.458330,4.84,3.1,0,0,10,770.2559782
26.500000,6.74,3.77,0,0,10,769.3871052
26.541670,8.02,4.75,1.34,0.69,10,769.3871052
26.583330,8.36,4.75,0,0,4.4,769.3871052
26.625000,9.58,5.06,0,0,0,768.5182322
26.666670,9.23,5.24,0,0,0,768.5182322
26.708330,7.93,5.2,0,0,0,768.5182322
26.750000,5.83,4.55,0,0,0,768.5182322
26.791670,5.03,4.16,0,0,0,768.5182322
26.833330,4.21,3.66,2.68,1.39,0,768.5182322
26.875000,3.81,3.36,4.47,1.22,4.4,768.5182322
26.916670,3,2.5,2.68,1.57,4.4,768.5182322
26.958330,2.06,1.69,2.23,2.09,10,768.5182322
27.000000,1.92,1.61,0,0,10,769.3871052
27.041670,1.31,1.02,0,0,10,769.3871052
27.083330,1.11,0.9,0,0,10,769.3871052
27.125000,0.5,0.32,0,0,10,769.3871052
27.166670,0.91,0.78,0,0,10,768.5182322
27.208330,1.52,1.41,0,0,10,768.5182322
27.250000,1.45,1.35,2.23,4.71,10,768.5182322
27.291670,1.11,1.01,0,0,10,769.3871052
27.333330,1.04,0.94,1.34,0.52,10,769.3871052
27.375000,1.52,1.42,3.57,1.04,10,769.3871052
27.416670,2.2,2.1,3.12,1.04,10,769.3871052
27.458330,2.74,2.63,2.23,1.39,10,769.3871052
27.500000,3.35,3.17,0,0,10,768.5182322
27.541670,6.06,4.43,0,0,10,767.6493593
27.583330,8.1,4.35,1.34,3.14,10,767.6493593
27.625000,6.86,4.01,0,0,10,765.9116134
27.666670,6.79,3.93,0,0,10,765.9116134
27.708330,5.71,3.67,1.34,1.39,4.4,765.9116134
27.750000,4.55,3.12,1.34,0.87,2,765.0427404
27.791670,3.13,2.38,0,0,10,765.0427404
27.833330,2.05,1.64,0,0,10,765.0427404
27.875000,1.71,1.3,0,0,10,765.0427404
27.916670,1.58,1.27,1.34,0.69,10,764.1738674
27.958330,0.77,0.47,0,0,10,764.1738674
28.000000,0.63,0.45,0,0,10,764.1738674
28.041670,0.97,0.83,0,0,10,763.3049945
28.083330,0.85,0.73,0,0,10,763.3049945
28.125000,0.85,0.75,1.34,1.22,10,763.3049945
28.166670,0.85,0.75,0,0,10,763.3049945
28.208330,0.78,0.68,0,0,10,763.3049945
28.250000,0.78,0.71,2.23,1.22,10,762.4361215
28.291670,0.85,0.76,0,0,10,762.4361215
28.333330,1.12,1.05,0,0,10,762.4361215
28.375000,1.6,1.52,1.34,1.39,10,762.4361215
28.416670,3.08,3,0,0,10,762.4361215
28.458330,6.48,6.3,0,0,10,762.4361215
28.500000,7.83,6.48,0,0,4.4,761.5672486
28.541670,9.45,6.01,7.6,5.58,0,760.6983756
28.583330,9.51,6.68,7.6,5.58,2,760.6983756
28.625000,9.85,7.51,7.6,5.58,10,760.6983756
28.666670,10.32,6.97,5.81,5.41,10,760.6983756
28.708330,10.25,6.72,2.23,5.84,4.4,760.6983756
28.750000,10.05,6.74,3.57,6.28,7.5,760.6983756
28.791670,9.71,6.8,7.15,5.76,7.5,760.6983756
28.833330,9.7,6.94,0,0,4.4,760.6983756
28.875000,9.09,6.63,1.34,5.23,10,760.6983756
28.916670,9.57,6.52,1.34,1.74,10,760.6983756
28.958330,9.16,6.72,1.34,4.36,10,760.6983756
29.000000,8.42,6.6,0,0,10,761.5672486
29.041670,8.62,6.55,1.34,4.53,10,761.5672486
29.083330,8.69,6.52,1.34,3.31,10,761.5672486
29.125000,8.76,6.13,2.23,1.57,10,761.5672486
29.166670,7.94,6.6,0,0,7.5,761.5672486
29.208330,7.81,6.63,2.68,1.39,2,761.5672486
29.250000,7.27,6.37,0,0,7.5,761.5672486
29.291670,6.66,6.08,0,0,10,760.6983756
29.333330,7,6.22,0,0,10,760.6983756
29.375000,7.34,6.48,0,0,10,761.5672486
29.416670,9.17,6.25,0,0,7.5,761.5672486
29.458330,11.48,6.71,2.23,1.04,7.5,761.5672486
29.500000,10.72,6.3,0,0,10,760.6983756
29.541670,11.25,6.01,0,0,2,759.8295026
29.583330,10.97,5.85,4.02,5.58,0,759.8295026
29.625000,11.72,5.32,4.02,5.58,0,759.8295026
29.666670,11.25,5.38,3.57,5.58,4.4,759.8295026
29.708330,10.09,5.32,3.57,5.41,10,759.8295026
29.750000,9.48,5.3,1.34,2.7,7.5,759.8295026
29.791670,8.53,5.66,0,0,10,759.8295026
29.833330,7.6,5.9,2.68,5.23,0,759.8295026
29.875000,5.08,3.92,3.57,5.58,0,758.9606297
29.916670,4.21,3.68,2.23,5.41,0,759.8295026
29.958330,2.78,2.18,0,0,0,759.8295026
30.000000,2.31,1.67,1.34,1.74,0,759.8295026
30.041670,1.71,1.24,0,0,4.4,759.8295026
30.083330,1.85,1.59,0,0,0,759.8295026
30.125000,1.51,1.32,0,0,7.5,760.6983756
30.166670,1.58,1.42,0,0,0,761.5672486
30.208330,1.45,1.28,0,0,0,761.5672486
30.250000,1.37,1.22,1.34,6.1,4.4,762.4361215
30.291670,1.65,1.52,0,0,10,762.4361215
30.333330,1.85,1.72,0,0,10,762.4361215
30.375000,2.19,2.06,1.34,5.41,10,764.1738674
30.416670,2.87,2.68,0,0,10,765.0427404
30.458330,3.62,3.25,0,0,10,765.0427404
30.500000,4.23,2.75,0,0,10,765.9116134
30.541670,5.11,3.16,4.91,1.39,10,765.9116134
30.583330,4.5,2.66,4.91,1.22,10,765.9116134
30.625000,3.61,2.19,4.91,1.22,10,766.7804863
30.666670,3.34,1.35,3.12,1.39,10,766.7804863
30.708330,2.8,1.12,3.12,1.74,10,766.7804863
30.750000,2.19,0.97,1.34,2.26,10,767.6493593
30.791670,2.12,0.92,2.68,1.22,10,768.5182322
30.833330,1.85,0.71,0,0,10,768.5182322
30.875000,1.51,0.1,1.34,5.58,10,769.3871052
30.916670,0.83,0.33,1.34,0.17,10,769.3871052
30.958330,0.7,0.2,0,0,10,769.3871052
31.000000,0.7,0.11,0,0,10,771.1248511
31.041670,0.71,0.03,0,0,10,771.1248511
31.083330,0.91,-0.17,0,0,10,771.1248511
31.125000,0.91,-0.92,1.34,1.39,10,771.9937241
31.166670,0.64,-0.95,0,0,10,771.9937241
31.208330,0.51,-0.93,0,0,10,771.9937241
31.250000,0.51,-1.15,0,0,10,771.9937241
31.291670,0.37,-1.39,0,0,10,772.862597
31.333330,0.51,-1.65,0,0,10,772.862597
31.375000,0.78,-2.38,0,0,10,773.73147
31.416670,0.98,-1.9,2.68,2.09,10,773.73147
31.458330,1.6,-1.42,4.02,1.74,10,773.73147
31.500000,2,-2.04,4.02,1.39,10,773.73147
31.541670,2.07,-3.13,4.02,1.22,10,773.73147
31.583330,2,-3.16,3.57,1.39,10,773.73147
31.625000,1.92,-3.65,3.12,2.09,10,773.73147
31.666670,1.52,-3.89,3.12,1.39,10,773.73147
31.708330,1.38,-5.41,3.12,2.09,10,773.73147
31.750000,1.25,-5.92,2.23,1.74,10,774.600343
31.791670,0.98,-6.65,1.34,1.74,10,775.4692159
31.833330,0.57,-5.83,1.34,2.09,10,775.4692159
31.875000,0.64,-6.73,2.23,1.57,10,775.4692159
31.916670,0.51,-7.42,2.68,1.92,10,776.3380889
31.958330,0.3,-7.11,2.23,2.26,10,776.3380889
32.000000,0.23,-7.02,0,0,10,777.2069618
32.041670,0.17,-7.05,1.34,1.74,10,777.2069618
32.083330,0.03,-7.88,4.91,2.09,10,777.2069618
32.125000,-0.51,-7.31,2.23,1.22,10,778.0758348
32.166670,-1.11,-7.08,3.12,1.39,10,778.0758348
32.208330,-1.45,-7.81,0,0,7.5,778.0758348
32.250000,-1.78,-8.1,1.34,1.39,2,778.9447078
32.291670,-1.99,-8.59,1.34,1.22,0,778.9447078
32.333330,-2.26,-8.73,0,0,0,778.9447078
32.375000,-1.51,-8.45,2.23,1.92,0,778.9447078
32.416670,-0.97,-8.17,5.81,1.39,0,779.8135807
32.458330,0.11,-8.79,5.81,1.22,0,779.8135807
32.500000,0.71,-8.15,6.25,1.04,0,778.9447078
32.541670,1.18,-9.3,6.25,1.22,0,778.0758348
32.583330,1.93,-9.62,4.91,1.39,0,778.0758348
32.625000,2.27,-10.25,4.91,1.92,0,777.2069618
32.666670,1.72,-10.11,4.91,1.57,0,777.2069618
32.708330,0.56,-10.42,2.68,1.74,0,777.2069618
32.750000,-0.38,-10.42,3.12,1.92,0,776.3380889
32.791670,-0.71,-10.52,3.12,2.09,0,776.3380889
32.833330,-1.46,-10.51,2.68,1.92,0,776.3380889
32.875000,-1.72,-10.58,0,0,0,777.2069618
32.916670,-2.19,-9.88,0,0,0,777.2069618
32.958330,-2.53,-9.38,0,0,0,777.2069618
33.000000,-3.01,-9.17,1.34,1.74,0,777.2069618
33.041670,-3.62,-9.2,2.68,2.09,0,777.2069618
33.083330,-4.22,-8.75,2.23,2.26,0,777.2069618
33.125000,-5.37,-8.2,0,0,0,777.2069618
33.166670,-5.85,-8.47,2.23,1.74,0,777.2069618
33.208330,-6.4,-8.72,2.68,1.74,0,777.2069618
33.250000,-6.53,-8.5,0,0,0,777.2069618
33.291670,-6.6,-8.7,0,0,0,777.2069618
33.333330,-6.52,-8.71,1.34,1.74,0,777.2069618
33.375000,-3.93,-7.28,0,0,0,778.0758348
33.416670,-1.36,-7.19,0,0,0,778.0758348
33.458330,-0.96,-9.28,0,0,0,778.0758348
33.500000,0.32,-8.12,1.34,4.71,0,777.2069618
33.541670,0.92,-8.35,0,0,0,777.2069618
33.583330,1.66,-7.72,1.34,3.66,0,777.2069618
33.625000,2.07,-7.87,0,0,0,776.3380889
33.666670,2.47,-7.02,2.23,1.22,0,776.3380889
33.708330,1.31,-7.71,2.68,1.39,0,776.3380889
33.750000,1.11,-7.72,0,0,0,776.3380889
33.791670,-0.57,-6.94,0,0,0,776.3380889
33.833330,-2,-6.51,1.34,5.58,0,776.3380889
33.875000,-2.6,-6.11,0,0,0,776.3380889
33.916670,-2.33,-5.71,0,0,0,777.2069618
33.958330,-2.87,-5.63,2.68,1.92,0,777.2069618
34.000000,-3.34,-5.67,1.34,5.41,0,777.2069618
34.041670,-3.4,-5.73,0,0,0,777.2069618
34.083330,-3.81,-5.81,1.34,1.92,0,777.2069618
34.125000,-3.75,-5.53,1.34,2.09,0,777.2069618
34.166670,-3.33,-5.31,0,0,0,777.2069618
34.208330,-3.67,-5.35,0,0,0,777.2069618
34.250000,-3.95,-5.46,0,0,0,777.2069618
34.291670,-3.75,-5.35,0,0,0,777.2069618
34.333330,-3.61,-5.32,0,0,0,777.2069618
34.375000,-1.84,-4.52,0,0,0,777.2069618
34.416670,-0.07,-4.71,0,0,0,776.3380889
34.458330,0.66,-5.03,0,0,0,776.3380889
34.500000,2.15,-5.22,0,0,7.5,775.4692159
34.541670,4.11,-5.63,0,0,0,774.600343
34.583330,5.73,-4.51,0,0,0,774.600343
34.625000,5.45,-4.51,0,0,0,774.600343
34.666670,5.64,-4.74,0,0,2,774.600343
34.708330,5.03,-4.52,0,0,0,774.600343
34.750000,3.74,-4.57,0,0,0,773.73147
34.791670,2.6,-4.23,0,0,0,772.862597
34.833330,1.65,-4.07,0,0,0,772.862597
34.875000,1.18,-3.46,0,0,0,772.862597
34.916670,1.73,-1.91,0,0,0,773.73147
34.958330,1.66,-2.12,0,0,0,773.73147
35.000000,1.12,-1.97,1.34,5.23,0,773.73147
35.041670,0.98,-2.12,0,0,0,773.73147
35.083330,0.98,-1.85,2.68,2.96,0,773.73147
35.125000,0.64,-1.71,0,0,0,772.862597
35.166670,3.63,0.3,0,0,0,771.9937241
35.208330,8.52,2.33,1.34,1.22,0,771.9937241
35.250000,10.36,2.47,3.12,1.48,0,771.9937241
35.291670,10.48,4.1,2.68,1.74,2,771.9937241
35.333330,10.47,5.42,0,0,0,771.9937241
35.375000,10.26,5.83,0,0,7.5,771.1248511
35.416670,11.68,6.25,0,0,7.5,771.1248511
35.458330,10.92,6.34,0,0,4.4,771.1248511
35.500000,11.4,6.53,4.47,4.53,4.4,768.5182322
35.541670,10.85,7.47,10.28,5.76,0,767.6493593
35.583330,11.12,8.28,8.94,5.76,7.5,767.6493593
35.625000,11.12,8.08,12.51,5.76,10,766.7804863
35.666670,10.78,7.53,8.04,5.58,10,766.7804863
35.708330,10.78,7.7,8.04,5.41,10,766.7804863
35.750000,10.92,7.35,10.28,5.41,2,766.7804863
35.791670,11.06,7.2,5.81,5.23,7.5,767.6493593
35.833330,10.85,7.3,7.6,5.41,4.4,767.6493593
35.875000,11.12,6.65,6.7,5.41,2,768.5182322
35.916670,10.98,6.67,7.6,5.41,4.4,768.5182322
35.958330,10.92,6.21,3.12,4.36,10,768.5182322
36.000000,11.12,5.16,2.68,4.48,2,768.5182322
36.041670,10.45,5.56,2.23,4.59,7.5,768.5182322
36.083330,10.04,5.43,4.91,4.71,7.5,768.5182322
36.125000,9.7,5.24,5.81,5.23,10,769.3871052
36.166670,9.9,5.49,4.91,5.23,10,769.3871052
36.208330,9.77,5.38,2.23,5.06,7.5,769.3871052
36.250000,9.43,5.03,3.57,5.06,7.5,768.5182322
36.291670,9.22,5.1,5.81,4.36,10,769.3871052
36.333330,9.02,4.46,2.23,5.23,7.5,769.3871052
36.375000,9.22,3.48,4.47,5.76,7.5,769.3871052
36.416670,9.09,3.62,4.02,5.41,2,770.2559782
36.458330,9.16,3.7,7.15,5.58,10,770.2559782
36.500000,9.29,3.33,4.02,5.41,7.5,770.2559782
36.541670,9.36,4.23,4.91,4.53,10,769.3871052
36.583330,8.82,5.36,7.15,5.23,10,769.3871052
36.625000,8.61,5.66,4.91,4.71,10,769.3871052
36.666670,8.07,6.28,5.81,4.88,10,769.3871052
36.708330,7.93,6.48,4.02,4.53,10,769.3871052
36.750000,8.13,6.03,4.47,4.18,10,769.3871052
36.791670,8,6.5,2.68,4.71,10,769.3871052
36.833330,8.21,6.63,4.91,4.88,10,769.3871052
36.875000,8.01,6.68,3.57,4.53,10,769.3871052
36.916670,7.8,6.51,1.34,5.76,10,769.3871052
36.958330,7.53,6.7,4.47,4.36,10,769.3871052
37.000000,8.68,7.33,1.34,5.41,7.5,769.3871052
37.041670,9.57,7.73,2.23,6.28,7.5,769.3871052
37.083330,9.77,7.83,4.47,5.06,7.5,769.3871052
37.125000,9.63,7.84,4.02,5.06,10,769.3871052
37.166670,9.63,7.86,3.57,3.84,10,769.3871052
37.208330,9.7,7.88,4.47,5.41,10,769.3871052
37.250000,9.77,7.71,2.23,4.71,7.5,769.3871052
37.291670,9.83,7.67,0,0,7.5,769.3871052
37.333330,9.83,7.9,0,0,2,769.3871052
37.375000,10.51,7.84,0,0,10,770.2559782
37.416670,10.98,7.56,0,0,7.5,769.3871052
37.458330,10.64,8.02,6.25,5.58,2,769.3871052
37.500000,11.11,8.2,6.25,5.58,7.5,769.3871052
37.541670,11.92,8.38,6.7,5.06,4.4,768.5182322
37.583330,11.58,8.18,9.16,5.23,0,768.5182322
37.625000,11.38,7.63,11.62,5.41,0,766.7804863
37.666670,11.38,6.64,10.72,5.41,0,766.7804863
37.708330,10.97,6.33,8.94,5.76,0,766.7804863
37.750000,10.56,6.43,7.15,5.41,0,765.9116134
37.791670,10.7,6.12,4.91,5.76,7.5,765.9116134
37.833330,10.36,6.01,4.91,5.76,10,765.9116134
37.875000,9.21,6.45,4.47,5.58,7.5,765.0427404
37.916670,9.08,5.62,3.57,5.23,4.4,765.0427404
37.958330,9.49,5.27,7.6,5.41,7.5,765.0427404
38.000000,8.95,5.56,4.47,5.58,10,764.1738674
38.041670,9.29,5.07,4.02,5.58,7.5,764.1738674
38.083330,8.48,5.95,3.12,5.41,0,764.1738674
38.125000,8.48,5.23,8.94,5.23,2,764.1738674
38.166670,8.41,3.81,16.09,5.23,0,765.0427404
38.208330,7.26,4.67,13.41,5.23,2,765.0427404
38.250000,6.65,3.97,9.83,5.06,4.4,765.9116134
38.291670,6.65,2.87,8.04,5.06,7.5,765.9116134
38.333330,5.7,3.72,9.38,5.23,2,765.9116134
38.375000,6.11,2.7,8.94,5.06,0,765.0427404
38.416670,7.34,1.45,7.15,5.76,2,765.0427404
38.458330,8.08,1.43,10.28,5.41,4.4,765.0427404
38.500000,7.81,1.47,12.96,5.06,2,765.9116134
38.541670,7.74,1.97,6.7,5.23,7.5,765.9116134
38.583330,8.14,2.35,6.7,5.06,2,765.9116134
38.625000,7.93,3.2,8.04,4.88,7.5,765.9116134
38.666670,7.52,1.77,7.6,5.41,7.5,765.9116134
38.708330,6.57,1.73,6.7,5.41,10,765.9116134
38.750000,6.03,1.76,2.23,5.41,7.5,766.7804863
38.791670,5.5,2.34,4.91,4.88,7.5,765.9116134
38.833330,5.16,2.19,4.02,5.76,7.5,765.9116134
38.875000,5.1,1.8,4.91,4.88,7.5,766.7804863
38.916670,4.08,2.31,5.81,5.23,4.4,766.7804863
38.958330,4.01,2.41,3.12,4.88,7.5,766.7804863
39.000000,3.87,2.42,1.34,5.41,10,767.6493593
39.041670,3.88,2.25,2.23,5.23,7.5,766.7804863
39.083330,3.81,2.17,3.57,5.23,0,766.7804863
39.125000,4.08,1.87,4.91,4.88,0,767.6493593
39.166670,3.75,1.71,4.47,5.06,7.5,767.6493593
39.208330,1.98,1.26,4.47,5.58,10,767.6493593
39.250000,1.85,1.25,0,0,10,767.6493593
39.291670,1.51,0.99,2.68,5.58,10,768.5182322
39.333330,1.92,1.08,3.57,5.58,10,768.5182322
39.375000,3.01,1.94,4.02,5.76,10,769.3871052
39.416670,4.02,2.38,4.02,5.76,7.5,769.3871052
39.458330,6.88,2.91,3.57,5.93,2,769.3871052
39.500000,7.88,2.63,2.68,5.76,10,770.2559782
39.541670,8.97,0.44,2.68,2.09,10,770.2559782
39.583330,8.62,-0.7,0,0,4.4,770.2559782
39.625000,10.51,-1.15,2.23,1.22,10,771.1248511
39.666670,8.4,-1.17,4.02,1.39,10,771.1248511
39.708330,7.79,-1.35,3.57,1.39,2,771.1248511
39.750000,6.51,-0.95,0,0,0,771.9937241
39.791670,5.29,-0.48,0,0,10,772.862597
39.833330,4.08,-1.27,0,0,0,772.862597
39.875000,1.36,-0.63,2.23,4.18,7.5,772.862597
39.916670,0.69,-0.95,0,0,10,772.862597
39.958330,1.03,-1.15,2.23,1.92,7.5,772.862597
40.000000,-0.38,-2.05,0,0,10,773.73147
40.041670,-1.26,-2.09,0,0,4.4,773.73147
40.083330,-1.25,-2.32,0,0,0,773.73147
40.125000,-1.52,-2.48,0,0,0,773.73147
40.166670,-1.6,-2.7,0,0,2,772.862597
40.208330,-2,-2.88,0,0,7.5,772.862597
40.250000,-2.75,-3.49,0,0,0,772.862597
40.291670,-2.81,-3.66,2.68,2.96,0,773.73147
40.333330,-3.01,-3.83,0,0,0,773.73147
40.375000,0.25,-1.97,0,0,0,773.73147
40.416670,2.62,-1.13,0,0,0,773.73147
40.458330,4.79,-1.05,0,0,7.5,773.73147
40.500000,6.27,-0.4,1.34,0.87,3.75,772.862597
40.541670,7.28,-0.42,0,0,0,772.862597
40.583330,9.37,-0.72,0,0,0,772.862597
40.625000,9.1,-2.05,0,0,0,771.9937241
40.666670,9.36,-1.35,0,0,0,771.1248511
40.708330,7.52,-0.71,0,0,0,771.1248511
40.750000,4.61,-0.28,0,0,0,771.1248511
40.791670,3.18,-0.32,2.23,4.18,0,771.1248511
40.833330,1.43,-1.06,0,0,0,771.1248511
40.875000,1.17,-1.08,0,0,0,771.1248511
40.916670,-0.31,-1.47,0,0,0,771.1248511
40.958330,-0.1,-1.63,0,0,0,771.1248511
41.000000,-0.91,-2.05,0,0,0,770.2559782
41.041670,-1.6,-2.39,2.68,2.09,0,770.2559782
41.083330,-1.93,-2.63,0,0,2,770.2559782
41.125000,-1.72,-2.55,1.34,3.14,10,769.3871052
41.166670,-2.33,-3.05,0,0,10,769.3871052
41.208330,-1.78,-2.51,0,0,7.5,769.3871052
41.250000,-2.26,-2.62,1.34,1.74,0,769.3871052
41.291670,-2.26,-2.73,2.23,3.14,0,768.5182322
41.333330,-2.12,-2.63,0,0,0,768.5182322
41.375000,-0.83,-1.28,0,0,0,769.3871052
41.416670,0.72,0.33,0,0,0,769.3871052
41.458330,3.37,0.91,0,0,0,769.3871052
41.500000,6.15,1.97,0,0,0,768.5182322
41.541670,7.7,1.7,0,0,0,767.6493593
