Constituent,Julian_day,Seg_2  ,Seg_3  ,Seg_4  ,Seg_5  ,Seg_6  ,Seg_7  ,Seg_8  ,Seg_9  ,Seg_10 ,Seg_11 ,Seg_12 ,Seg_13 ,Seg_14 ,Seg_15 ,Seg_16 ,Seg_17 ,Seg_18 ,Seg_19 ,Seg_20 ,Seg_21 ,Seg_22 ,Seg_23 ,Seg_24 ,Seg_25 ,Seg_26 ,Seg_27 ,Seg_28 ,Seg_29 ,
Dissolved_oxygen                      , 40561.000,    12.926,    12.581,    12.936,    12.941,    12.946,    12.825,    12.955,    12.956,    12.955,    12.950,    12.945,    12.929,    12.908,    12.890,    12.882,    12.866,    12.853,    12.835,    12.846,    12.879,    12.934,    12.984,    13.031,    13.053,    13.042,    13.007,    12.992,    12.955,
Oxyg                                  , 40561.000,   101.157,    98.450,   101.175,   101.159,   101.156,   100.167,   101.201,   101.324,   101.488,   101.645,   101.746,   101.820,   101.867,   101.899,   101.920,   101.954,   101.991,   101.956,   101.823,   101.792,   101.783,   101.863,   101.954,   101.831,   101.518,   101.214,   101.087,   100.911,
TDG(                                  , 40561.000,   100.944,    98.227,   100.961,   100.978,   100.956,   100.006,   101.053,   101.105,   101.242,   101.367,   101.427,   101.461,   101.513,   101.583,   101.634,   101.715,   101.743,   101.724,   101.588,   101.435,   101.356,   101.414,   101.549,   101.504,   101.249,   101.020,   100.919,   100.773,
Temperature, 40562.000,     4.769,     4.763,     4.755,     4.746,     4.733,     4.722,     4.685,     4.646,     4.597,     4.548,     4.483,     4.426,     4.246,     4.049,     3.896,     3.836,     3.743,     3.665,     3.593,     3.592,     3.660,     3.824,     3.996,     4.093,     3.990,     3.808,     3.659,     3.598,
N2                                    , 40562.000,    20.282,    19.737,    20.282,    20.283,    20.284,    20.090,    20.292,    20.302,    20.317,    20.342,    20.369,    20.438,    20.511,    20.567,    20.589,    20.625,    20.658,    20.692,    20.723,    20.726,    20.703,    20.644,    20.586,    20.621,    20.714,    20.795,    20.833,    20.870,
Dissolved_oxygen                      , 40562.000,    12.651,    12.310,    12.650,    12.650,    12.651,    12.530,    12.657,    12.664,    12.675,    12.694,    12.714,    12.763,    12.813,    12.852,    12.866,    12.890,    12.911,    12.931,    12.947,    12.946,    12.927,    12.883,    12.842,    12.870,    12.937,    12.992,    13.018,    13.040,
Oxyg                                  , 40562.000,   102.292,    99.519,   102.243,   102.213,   102.188,   101.118,   102.035,   101.965,   101.922,   101.900,   101.906,   101.825,   101.697,   101.589,   101.543,   101.480,   101.436,   101.406,   101.535,   101.688,   101.957,   102.089,   102.082,   101.993,   102.035,   102.056,   102.097,   102.044,
TDG(                                  , 40562.000,   101.792,    99.037,   101.753,   101.728,   101.707,   100.653,   101.575,   101.514,   101.477,   101.460,   101.469,   101.417,   101.327,   101.239,   101.188,   101.127,   101.130,   101.113,   101.173,   101.333,   101.512,   101.865,   101.865,   101.613,   101.567,   101.621,   101.721,   101.726,
Temperature, 40563.000,     4.652,     4.648,     4.645,     4.641,     4.636,     4.636,     4.626,     4.633,     4.661,     4.708,     4.758,     4.805,     4.814,     4.803,     4.789,     4.785,     4.773,     4.756,     4.742,     4.623,     4.530,     4.290,     3.952,     3.690,     3.716,     3.895,     4.006,     4.062,
N2                                    , 40563.000,    20.285,    19.733,    20.281,    20.277,    20.274,    20.068,    20.258,    20.252,    20.247,    20.244,    20.241,    20.245,    20.255,    20.264,    20.268,    20.272,    20.278,    20.275,    20.297,    20.327,    20.417,    20.549,    20.676,    20.710,    20.665,    20.628,    20.604,    20.614,
Dissolved_oxygen                      , 40563.000,    12.634,    12.292,    12.634,    12.634,    12.634,    12.508,    12.630,    12.628,    12.626,    12.625,    12.623,    12.625,    12.630,    12.635,    12.637,    12.639,    12.643,    12.640,    12.657,    12.679,    12.744,    12.836,    12.918,    12.934,    12.898,    12.871,    12.854,    12.862,
Oxyg                                  , 40563.000,   100.702,    97.964,   100.686,   100.672,   100.665,    99.642,   100.626,   100.683,   100.795,   100.918,   101.022,   101.063,   101.077,   101.078,   101.084,   101.073,   101.053,   100.994,   100.807,   100.783,   100.706,   100.509,   100.375,   100.595,   100.793,   100.875,   100.903,   100.894,
TDG(                                  , 40563.000,   100.232,    97.499,   100.199,   100.175,   100.157,    99.124,   100.085,   100.119,   100.206,   100.308,   100.396,   100.439,   100.463,   100.473,   100.483,   100.479,   100.466,   100.435,   100.295,   100.269,   100.251,    99.607,    99.513,    99.563,    99.990,   100.497,   100.594,   100.540,
Temperature, 40564.000,     4.470,     4.465,     4.460,     4.457,     4.456,     4.453,     4.460,     4.492,     4.532,     4.565,     4.575,     4.574,     4.558,     4.545,     4.541,     4.541,     4.548,     4.564,     4.605,     4.690,     4.731,     4.731,     4.688,     4.551,     4.200,     3.865,     3.727,     3.686,
N2                                    , 40564.000,    20.416,    19.848,    20.407,    20.399,    20.392,    20.175,    20.361,    20.345,    20.332,    20.320,    20.311,    20.298,    20.285,    20.276,    20.272,    20.264,    20.257,    20.247,    20.239,    20.244,    20.255,    20.266,    20.295,    20.434,    20.587,    20.669,    20.702,    20.698,
Dissolved_oxygen                      , 40564.000,    12.701,    12.347,    12.693,    12.688,    12.682,    12.546,    12.660,    12.650,    12.642,    12.636,    12.633,    12.629,    12.628,    12.626,    12.626,    12.625,    12.624,    12.620,    12.617,    12.619,    12.625,    12.631,    12.653,    12.752,    12.857,    12.910,    12.930,    12.923,
Oxyg                                  , 40564.000,   101.705,    98.857,   101.622,   101.574,   101.523,   100.451,   101.451,   101.474,   101.497,   101.483,   101.449,   101.380,   101.332,   101.312,   101.309,   101.319,   101.350,   101.431,   101.629,   101.758,   101.813,   101.727,   101.604,   101.435,   101.361,   101.390,   101.426,   101.549,
TDG(                                  , 40564.000,   101.497,    98.661,   101.427,   101.387,   101.343,   100.280,   101.274,   101.286,   101.294,   101.265,   101.220,   101.125,   101.045,   100.995,   100.978,   100.963,   100.968,   101.015,   101.174,   101.293,   101.374,   101.318,   101.266,   101.136,   100.628,   100.444,   100.398,   100.558,
Temperature, 40565.000,     4.511,     4.518,     4.526,     4.540,     4.563,     4.579,     4.587,     4.590,     4.590,     4.582,     4.559,     4.525,     4.487,     4.480,     4.496,     4.501,     4.530,     4.562,     4.589,     4.585,     4.584,     4.584,     4.629,     4.738,     4.718,     4.555,     4.328,     4.194,
N2                                    , 40565.000,    20.458,    19.894,    20.451,    20.440,    20.431,    20.228,    20.432,    20.433,    20.432,    20.429,    20.425,    20.408,    20.385,    20.365,    20.358,    20.342,    20.325,    20.310,    20.289,    20.269,    20.251,    20.244,    20.232,    20.244,    20.304,    20.390,    20.443,    20.534,
Dissolved_oxygen                      , 40565.000,    12.730,    12.379,    12.726,    12.720,    12.714,    12.588,    12.715,    12.716,    12.715,    12.712,    12.708,    12.694,    12.676,    12.661,    12.656,    12.646,    12.636,    12.627,    12.621,    12.617,    12.614,    12.615,    12.608,    12.616,    12.659,    12.720,    12.757,    12.820,
Oxyg                                  , 40565.000,   102.579,    99.774,   102.607,   102.614,   102.617,   101.620,   102.655,   102.659,   102.629,   102.541,   102.426,   102.204,   102.045,   101.970,   101.942,   101.928,   101.940,   101.938,   101.872,   101.861,   101.866,   101.916,   102.211,   102.209,   102.095,   101.993,   101.938,   101.904,
TDG(                                  , 40565.000,   102.372,    99.572,   102.398,   102.389,   102.387,   101.389,   102.412,   102.425,   102.401,   102.340,   102.241,   102.064,   101.943,   101.874,   101.866,   101.878,   101.877,   101.810,   101.707,   101.704,   101.681,   101.708,   101.895,   101.878,   101.795,   101.682,   101.635,   101.555,
Temperature, 40566.000,     4.333,     4.337,     4.342,     4.349,     4.359,     4.363,     4.366,     4.411,     4.499,     4.589,     4.640,     4.651,     4.650,     4.670,     4.689,     4.704,     4.706,     4.707,     4.681,     4.611,     4.614,     4.654,     4.647,     4.676,     4.708,     4.748,     4.741,     4.754,
N2                                    , 40566.000,    20.495,    19.929,    20.490,    20.484,    20.480,    20.272,    20.470,    20.464,    20.460,    20.456,    20.454,    20.445,    20.434,    20.426,    20.423,    20.420,    20.418,    20.421,    20.406,    20.380,    20.335,    20.305,    20.263,    20.244,    20.230,    20.241,    20.241,    20.277,
Dissolved_oxygen                      , 40566.000,    12.745,    12.392,    12.741,    12.737,    12.735,    12.606,    12.730,    12.727,    12.725,    12.723,    12.722,    12.717,    12.712,    12.707,    12.706,    12.704,    12.703,    12.705,    12.692,    12.671,    12.640,    12.624,    12.609,    12.606,    12.602,    12.612,    12.612,    12.638,
Oxyg                                  , 40566.000,   101.785,    98.987,   101.788,   101.787,   101.778,   100.757,   101.863,   102.074,   102.298,   102.420,   102.444,   102.401,   102.407,   102.423,   102.452,   102.448,   102.442,   102.376,   102.069,   101.978,   101.903,   101.584,   101.722,   101.680,   101.710,   101.808,   101.848,   101.801,
TDG(                                  , 40566.000,   101.687,    98.890,   101.687,   101.682,   101.671,   100.647,   101.733,   101.909,   102.097,   102.198,   102.214,   102.166,   102.158,   102.163,   102.184,   102.180,   102.174,   102.147,   101.926,   101.957,   102.141,   101.725,   101.838,   102.026,   101.749,   101.718,   101.782,   101.709,
Temperature, 40567.000,     3.772,     3.780,     3.788,     3.796,     3.807,     3.821,     3.858,     3.923,     4.013,     4.109,     4.193,     4.266,     4.325,     4.356,     4.384,     4.394,     4.432,     4.498,     4.577,     4.642,     4.693,     4.709,     4.676,     4.640,     4.639,     4.665,     4.698,     4.716,
N2                                    , 40567.000,    20.759,    20.184,    20.746,    20.734,    20.723,    20.494,    20.671,    20.636,    20.602,    20.569,    20.539,    20.504,    20.482,    20.470,    20.466,    20.460,    20.453,    20.449,    20.437,    20.424,    20.415,    20.408,    20.379,    20.331,    20.284,    20.254,    20.241,    20.228,
Dissolved_oxygen                      , 40567.000,    12.946,    12.586,    12.935,    12.927,    12.918,    12.771,    12.877,    12.850,    12.824,    12.799,    12.775,    12.750,    12.734,    12.726,    12.724,    12.721,    12.717,    12.715,    12.709,    12.702,    12.698,    12.693,    12.670,    12.639,    12.615,    12.604,    12.599,    12.596,
Oxyg                                  , 40567.000,   101.678,    98.921,   101.688,   101.644,   101.613,   100.565,   101.554,   101.595,   101.644,   101.668,   101.679,   101.628,   101.590,   101.600,   101.610,   101.685,   101.830,   102.023,   102.145,   102.237,   102.281,   102.058,   101.910,   101.593,   101.432,   101.465,   101.484,   101.562,
TDG(                                  , 40567.000,   101.580,    98.811,   101.545,   101.542,   101.489,   100.491,   101.463,   101.546,   101.592,   101.613,   101.624,   101.579,   101.541,   101.544,   101.549,   101.608,   101.727,   101.888,   101.991,   102.054,   102.120,   102.028,   101.912,   101.611,   101.523,   101.460,   101.431,   101.491,
Temperature, 40568.000,     3.480,     3.479,     3.481,     3.487,     3.494,     3.499,     3.522,     3.567,     3.626,     3.675,     3.711,     3.734,     3.756,     3.794,     3.844,     3.865,     3.930,     4.016,     4.122,     4.268,     4.344,     4.443,     4.562,     4.653,     4.664,     4.650,     4.644,     4.641,
N2                                    , 40568.000,    20.763,    20.201,    20.774,    20.780,    20.787,    20.593,    20.802,    20.805,    20.805,    20.799,    20.792,    20.768,    20.736,    20.706,    20.693,    20.662,    20.627,    20.585,    20.513,    20.479,    20.453,    20.436,    20.419,    20.403,    20.376,    20.344,    20.331,    20.299,
Dissolved_oxygen                      , 40568.000,    12.973,    12.622,    12.980,    12.983,    12.987,    12.864,    12.993,    12.992,    12.990,    12.982,    12.975,    12.954,    12.929,    12.904,    12.894,    12.870,    12.843,    12.810,    12.756,    12.731,    12.714,    12.705,    12.697,    12.688,    12.668,    12.648,    12.639,    12.622,
Oxyg                                  , 40568.000,   101.345,    98.623,   101.434,   101.476,   101.514,   100.626,   101.741,   101.903,   102.014,   102.058,   102.058,   101.958,   101.853,   101.791,   101.767,   101.759,   101.772,   101.798,   101.756,   101.768,   101.895,   102.122,   102.332,   102.275,   102.045,   101.899,   101.828,   101.721,
TDG(                                  , 40568.000,   101.315,    98.572,   101.371,   101.418,   101.456,   100.563,   101.649,   101.780,   101.876,   101.984,   101.991,   101.868,   101.768,   101.716,   101.691,   101.719,   101.828,   101.855,   101.821,   101.836,   101.929,   102.142,   102.300,   102.333,   102.156,   101.999,   101.922,   101.793,
Temperature, 40569.000,     4.036,     4.013,     3.985,     3.948,     3.901,     3.859,     3.793,     3.753,     3.724,     3.691,     3.649,     3.599,     3.553,     3.552,     3.576,     3.590,     3.632,     3.686,     3.731,     3.784,     3.835,     3.974,     4.148,     4.340,     4.513,     4.621,     4.659,     4.670,
N2                                    , 40569.000,    20.583,    20.029,    20.596,    20.606,    20.614,    20.428,    20.643,    20.661,    20.678,    20.695,    20.710,    20.739,    20.765,    20.781,    20.786,    20.793,    20.795,    20.797,    20.770,    20.737,    20.662,    20.573,    20.487,    20.442,    20.419,    20.400,    20.395,    20.378,
